Informacion_Taxonomica,,,,
Codigo TAXONOMICO,ID Taxonomia,ESTADO TAXONOMICO,RANGO DE TAXON,TAXON OBSERVACIONES
CS350,T350,Aceptado,Especie, Viburnum antioquiense | Nuevo taxón incluido
CS351,T351,Aceptado,Especie, Viburnum axillare | Nuevo taxón incluido
CS352,T352,Aceptado,Especie, Viburnum lehmannii | Nuevo taxón incluido
CS353,T353,Aceptado,Especie, Viburnum subsessile | Nuevo taxón incluido
CS354,T354,Aceptado,Especie, Viburnum suratense | Nuevo taxón incluido
CS355,T355,Aceptado,Especie, Saurauia chocoensis | Nuevo taxón incluido
CS356,T356,Aceptado,Especie, Saurauia micayensis | Nuevo taxón incluido
CS357,T357,Aceptado,Especie, Saurauia oroquensis | Nuevo taxón incluido
CS358,T358,Aceptado,Especie, Saurauia pulchra | Nuevo taxón incluido
CS359,T359,Aceptado,Especie, Bejaria nana | Nuevo taxón incluido
CS360,T360,Aceptado,Especie, Cavendishia dendrophila | Nuevo taxón incluido
CS361,T361,Aceptado,Especie, Cavendishia jardinensis | Nuevo taxón incluido
CS362,T362,Aceptado,Especie, Cavendishia longirachis | Nuevo taxón incluido
CS363,T363,Aceptado,Especie, Cavendishia macrocephala | Nuevo taxón incluido
CS364,T364,Aceptado,Especie, Cavendishia nuda | Nuevo taxón incluido
CS365,T365,Aceptado,Especie, Cavendishia sessiliflora | Nuevo taxón incluido
CS366,T366,Aceptado,Especie, Cavendishia sophoclesioides | Nuevo taxón incluido
CS367,T367,Aceptado,Especie, Macleania crassa
CS368,T368,Aceptado,Especie, Macleania pubiflora
CS369,T369,Aceptado,Especie, Orthaea caudata | Nuevo taxón incluido
CS370,T370,Aceptado,Especie, Orthaea cavendishioides
CS371,T371,Aceptado,Especie, Pernettya hirta | Nuevo taxón incluido
CS372,T372,Aceptado,Especie, Plutarchia coronaria
CS373,T373,Aceptado,Especie, Plutarchia dasyphylla | Nuevo taxón incluido
CS374,T374,Aceptado,Especie, Plutarchia dichogama | Nuevo taxón incluido
CS375,T375,Aceptado,Especie, Plutarchia guascensis | Nuevo taxón incluido
CS376,T376,Aceptado,Especie, Plutarchia minor | Nuevo taxón incluido
CS377,T377,Aceptado,Especie, Plutarchia miranda
CS378,T378,Aceptado,Especie, Plutarchia monantha
CS379,T379,Aceptado,Especie, Plutarchia pubiflora | Nuevo taxón incluido
CS380,T380,Aceptado,Especie, Plutarchia rigida
CS381,T381,Aceptado,Especie, Semiramisia pulcherrima | Nuevo taxón incluido
CS382,T382,Aceptado,Especie, Themistoclesia mucronata
CS383,T383,Aceptado,Especie, Themistoclesia recurva | Nuevo taxón incluido
CS384,T384,Aceptado,Especie, Themistoclesia rostrata
CS385,T385,Aceptado,Especie, Thibaudia fallax | Nuevo taxón incluido
CS386,T386,Aceptado,Especie, Bertholletia excelsa
CS387,T387,Aceptado,Especie, Cariniana pyriformis
CS388,T388,Aceptado,Especie, Couroupita nicaraguarensis
CS389,T389,Aceptado,Especie, Eschweilera bogotensis
CS390,T390,Aceptado,Especie, Eschweilera cabrerana
CS391,T391,Aceptado,Especie, Eschweilera integricalyx
CS392,T392,Aceptado,Especie, Eschweilera neei
CS393,T393,Aceptado,Especie, Eschweilera pachyderma
CS394,T394,Aceptado,Especie, Eschweilera rimbachii
CS395,T395,Aceptado,Especie, Grias colombiana
CS396,T396,Aceptado,Especie, Grias multinervia
CS397,T397,Aceptado,Especie, Gustavia angustifolia
CS398,T398,Aceptado,Especie, Gustavia dubia
CS399,T399,Aceptado,Especie, Gustavia excelsa
CS400,T400,Sinónimo,Especie, Gustavia foliosa
CS401,T401,Aceptado,Especie, Gustavia gentryi
CS402,T402,Aceptado,Especie, Gustavia gracillima
CS403,T403,Aceptado,Especie, Gustavia grandibracteata
CS404,T404,Aceptado,Especie, Gustavia latifolia
CS405,T405,Aceptado,Especie, Gustavia longifuniculata
CS406,T406,Aceptado,Especie, Gustavia petiolata
CS407,T407,Aceptado,Especie, Gustavia romeroi
CS408,T408,Aceptado,Especie, Lecythis mesophylla
CS409,T409,Aceptado,Especie, Lecythis tuyrana
CS410,T410,Aceptado,Especie, Freziera sericea | Nuevo taxón incluido
CS411,T411,Aceptado,Especie, Ardisia killipii | Nuevo taxón incluido
CS412,T412,Aceptado,Especie, Clavija cauliflora | Nuevo taxón incluido
CS413,T413,Aceptado,Especie, Clavija grandis | Nuevo taxón incluido
CS414,T414,Aceptado,Especie, Clavija killipii | Nuevo taxón incluido
CS415,T415,Aceptado,Especie, Clavija plumbea | Nuevo taxón incluido
CS416,T416,Aceptado,Especie, Clavija sanctae-martae | Nuevo taxón incluido
CS417,T417,Aceptado,Especie, Cybianthus cogolloi | Nuevo taxón incluido
CS418,T418,Aceptado,Especie, Geissanthus callejasii | Nuevo taxón incluido
CS419,T419,Aceptado,Especie, Geissanthus cestrifolius | Nuevo taxón incluido
CS420,T420,Aceptado,Especie, Geissanthus francoae | Nuevo taxón incluido
CS421,T421,Aceptado,Especie, Geissanthus goudotianus | Nuevo taxón incluido
CS422,T422,Aceptado,Especie, Geissanthus kalbreyeri | Nuevo taxón incluido
CS423,T423,Aceptado,Especie, Geissanthus sessiliflorus | Nuevo taxón incluido
CS424,T424,Aceptado,Especie, Hymenandra callejasii | Nuevo taxón incluido
CS425,T425,Aceptado,Especie, Myrsine paramensis | Nuevo taxón incluido
CS426,T426,Aceptado,Especie, Myrsine perreticulata | Nuevo taxón incluido
CS427,T427,Aceptado,Especie, Chrysophyllum euryphyllum | Nuevo taxón incluido
CS428,T428,Aceptado,Especie, Styrax lasiocalyx | Nuevo taxón incluido
CS429,T429,Aceptado,Especie, Styrax schultzei | Nuevo taxón incluido
CS430,T430,Aceptado,Especie, Symplocos lehmannii | Nuevo taxón incluido
CS431,T431,Aceptado,Especie, Symplocos phaeoneura | Nuevo taxón incluido
CS432,T432,Aceptado,Especie, Symplocos pichindensis | Nuevo taxón incluido
CS433,T433,Aceptado,Especie, Symplocos quindiuensis | Nuevo taxón incluido
CS434,T434,Aceptado,Especie, Symplocos rhomboidea | Nuevo taxón incluido
CS435,T435,Aceptado,Especie, Symplocos trianae | Nuevo taxón incluido
CS436,T436,Aceptado,Especie, Symplocos venulosa | Nuevo taxón incluido
CS437,T437,Aceptado,Especie, Aspidosperma polyneuron
CS438,T438,Aceptado,Especie, Lacmellea abbreviata | Nuevo taxón incluido
CS439,T439,Aceptado,Especie, Malouetia cuatrecasatis | Nuevo taxón incluido
CS440,T440,Aceptado,Especie, Mandevilla aridana | Nuevo taxón incluido
CS441,T441,Aceptado,Especie, Metastelma atrovirens | Nuevo taxón incluido
CS442,T442,Aceptado,Especie, Arachnothryx educta | Nuevo taxón incluido
CS443,T443,Aceptado,Especie, Arachnothryx euryphylla
CS444,T444,Aceptado,Especie, Arachnothryx guettardioides
CS445,T445,Aceptado,Especie, Chomelia longiflora
CS446,T446,Aceptado,Especie, Coussarea antioquiana
CS447,T447,Aceptado,Especie, Coussarea insolita
CS448,T448,Aceptado,Especie, Elaeagia barbata | Nuevo taxón incluido
CS449,T449,Aceptado,Especie, Guettarda ocoteifolia | Nuevo taxón incluido
CS450,T450,Aceptado,Especie, Joosia antioquiana | Nuevo taxón incluido
CS451,T451,Aceptado,Especie, Macrocnemum stylocarpum
CS452,T452,Aceptado,Especie, Palicourea antioquiana
CS453,T453,Aceptado,Especie, Palicourea denslowiae
CS454,T454,Aceptado,Especie, Palicourea killipii
CS455,T455,Aceptado,Especie, Psychotria altiplanensis | Nuevo taxón incluido
CS456,T456,Aceptado,Especie, Psychotria gallerana | Nuevo taxón incluido
CS457,T457,Aceptado,Especie, Psychotria ovatistipula | Nuevo taxón incluido
CS458,T458,Aceptado,Especie, Rudgea vallis | Nuevo taxón incluido
CS459,T459,Aceptado,Especie, Simira cesariana | Nuevo taxón incluido
CS460,T460,Aceptado,Especie, Simira hirsuta | Nuevo taxón incluido
CS461,T461,Aceptado,Especie, Aphelandra porphyrocarpa | Nuevo taxón incluido
CS462,T462,Aceptado,Especie, Aphelandra taborensis | Nuevo taxón incluido
CS463,T463,Aceptado,Especie, Ruellia potamophila | Nuevo taxón incluido
CS464,T464,Aceptado,Especie, Handroanthus coralibe | Nuevo taxón incluido
CS465,T465,Aceptado,Especie, Romeroa verticillata | Nuevo taxón incluido
CS466,T466,Aceptado,Especie, Adenocalymma magdalenense
CS467,T467,Aceptado,Especie, Besleria decipiens
CS468,T468,Aceptado,Especie, Aegiphila pennellii | Nuevo taxón incluido
CS469,T469,Aceptado,Especie, Aegiphila sylvatica | Nuevo taxón incluido
CS470,T470,Aceptado,Especie, Hyptidendron arboreum
CS471,T471,Aceptado,Especie, Hyptis purdiei
CS472,T472,Aceptado,Especie, Lepechinia betonicifolia
CS473,T473,Aceptado,Especie, Lepechinia cocuyensis
CS474,T474,Aceptado,Especie, Lepechinia velutina
CS475,T475,Aceptado,Especie, Lepechinia vulcanicola
CS476,T476,Aceptado,Especie, Mesosphaerum diffusum | Actualización nomenclatural
CS477,T477,Aceptado,Especie, Mesosphaerum melissoides | Actualización nomenclatural
CS478,T478,Aceptado,Especie, Mesosphaerum obtusatum | Actualización nomenclatural
CS479,T479,Aceptado,Especie, Mesosphaerum perbullatum | Actualización nomenclatural
CS480,T480,Aceptado,Especie, Salvia alvajaca
CS481,T481,Aceptado,Especie, Salvia ampelophylla
CS482,T482,Aceptado,Especie, Salvia carbonoi
CS483,T483,Aceptado,Especie, Salvia chicamochae
CS484,T484,Aceptado,Especie, Salvia cocuyana | Mantiene categoría Resolución 1912 de 2017
CS485,T485,Aceptado,Especie, Salvia codazziana
CS486,T486,Aceptado,Especie, Salvia corrugata
CS487,T487,Aceptado,Especie, Salvia cyanotropha
CS488,T488,Aceptado,Especie, Salvia falcata
CS489,T489,Aceptado,Especie, Salvia funckii
CS490,T490,Aceptado,Especie, Salvia hermesiana
CS491,T491,Aceptado,Especie, Salvia jaramilloi
CS492,T492,Aceptado,Especie, Salvia libanensis
CS493,T493,Aceptado,Especie, Salvia macrostachya
CS494,T494,Aceptado,Especie, Salvia manaurica
CS495,T495,Aceptado,Especie, Salvia nubigena | Mantiene categoría Resolución 1912 de 2017
CS496,T496,Aceptado,Especie, Salvia pamplonitana
CS497,T497,Aceptado,Especie, Salvia paramicola | Pasa de EN a VU
CS498,T498,Aceptado,Especie, Salvia rubriflora
CS499,T499,Aceptado,Especie, Salvia sagittata
CS500,T500,Aceptado,Especie, Salvia sciaphila
CS501,T501,Aceptado,Especie, Salvia sochensis
CS502,T502,Aceptado,Especie, Salvia sordida
CS503,T503,Aceptado,Especie, Salvia tolimensis
CS504,T504,Aceptado,Especie, Salvia uribei
CS505,T505,Aceptado,Especie, Salvia venulosa
CS506,T506,Aceptado,Especie, Salvia xeropapillosa
CS507,T507,Aceptado,Especie, Satureja anachoreta
CS508,T508,Sinónimo,Especie, Scutellaria cuatrecasana
CS509,T509,Aceptado,Especie, Scutellaria hookeri
CS510,T510,Aceptado,Especie, Scutellaria parrae
CS511,T511,Aceptado,Especie, Scutellaria pseudocoleus
CS512,T512,Aceptado,Especie, Scutellaria roseocyanea
CS513,T513,Aceptado,Especie, Stachys radicans
CS514,T514,Aceptado,Especie, Vitex columbiensis | Nuevo taxón incluido
CS515,T515,Aceptado,Especie, Chionanthus abriaquiensis
CS516,T516,Aceptado,Especie, Aragoa abscondita | Nuevo taxón incluido
CS517,T517,Aceptado,Especie, Aragoa corrugatifolia
CS518,T518,Aceptado,Especie, Aragoa cupressina
CS519,T519,Aceptado,Especie, Aragoa dugandii
CS520,T520,Aceptado,Especie, Aragoa hammenii
CS521,T521,Aceptado,Especie, Aragoa parviflora
CS522,T522,Aceptado,Especie, Aragoa perez-arbelaeziana
CS523,T523,Aceptado,Especie, Aragoa picachensis
CS524,T524,Aceptado,Especie, Citharexylum vallense | Nuevo taxón incluido
CS525,T525,Aceptado,Especie, Metteniusa cundinamarcensis | Nuevo taxón incluido
CS526,T526,Aceptado,Especie, Metteniusa huilensis | Nuevo taxón incluido
CS527,T527,Aceptado,Especie, Metteniusa santanderensis | Nuevo taxón incluido
CS528,T528,Aceptado,Especie, Cestrum killipii | Nuevo taxón incluido
CS529,T529,Aceptado,Especie, Solanum humboldtianum | Nuevo taxón incluido
CS530,T530,Aceptado,Especie, Browningia hernandezii | Nuevo taxón incluido
CS531,T531,Aceptado,Especie, Cephalotomandra fragrans | Nuevo taxón incluido
CS532,T532,Aceptado,Especie, Guapira uberrima | Nuevo taxón incluido
CS533,T533,Aceptado,Especie, Triplaris purdiei | Nuevo taxón incluido
CS534,T534,Aceptado,Especie, Tripodanthus belmirensis | Nuevo taxón incluido
CS535,T535,Aceptado,Especie, Phoradendron longissimum
CS536,T536,Aceptado,Especie, Phoradendron lorifolium
CS537,T537,Aceptado,Especie, Acoelorraphe wrightii
CS538,T538,Aceptado,Especie, Aiphanes acaulis
CS539,T539,Aceptado,Especie, Aiphanes buenaventurae
CS540,T540,Aceptado,Especie, Aiphanes duquei
CS541,T541,Aceptado,Especie, Aiphanes gelatinosa
CS542,T542,Aceptado,Especie, Aiphanes graminifolia
CS543,T543,Aceptado,Especie, Aiphanes killipii
CS544,T544,Aceptado,Especie, Aiphanes leiostachys
CS545,T545,Aceptado,Especie, Aiphanes lindeniana
CS546,T546,Aceptado,Especie, Aiphanes parvifolia
CS547,T547,Aceptado,Especie, Aiphanes pilaris | Nuevo taxón incluido
CS548,T548,Aceptado,Especie, Astrocaryum malybo
CS549,T549,Aceptado,Especie, Astrocaryum triandrum | Nuevo taxón incluido
CS550,T550,Aceptado,Especie, Attalea amygdalina
CS551,T551,Aceptado,Especie, Attalea cohune
CS552,T552,Aceptado,Especie, Attalea colenda
CS553,T553,Aceptado,Especie, Attalea iguadummat
CS554,T554,Aceptado,Especie, Attalea nucifera
CS555,T555,Aceptado,Especie, Bactris charnleyae
CS556,T556,Aceptado,Especie, Bactris rostrata
CS557,T557,Aceptado,Especie, Calyptrogyne costatifrons
CS558,T558,Aceptado,Especie, Ceroxylon alpinum
CS559,T559,Aceptado,Especie, Ceroxylon ceriferum
CS560,T560,Aceptado,Especie, Ceroxylon parvifrons
CS561,T561,Aceptado,Especie, Ceroxylon quindiuense
CS562,T562,Aceptado,Especie, Ceroxylon sasaimae
CS563,T563,Aceptado,Especie, Ceroxylon ventricosum
CS564,T564,Aceptado,Especie, Ceroxylon vogelianum
CS565,T565,Aceptado,Especie, Chamaedorea pumila
CS566,T566,Aceptado,Especie, Chamaedorea pygmaea
CS567,T567,Aceptado,Especie, Chamaedorea ricardoi
CS568,T568,Aceptado,Especie, Chamaedorea subjectifolia
CS569,T569,Aceptado,Especie, Coccothrinax argentata
CS570,T570,Aceptado,Especie, Cryosophila kalbreyeri
CS571,T571,Aceptado,Especie, Elaeis oleifera
CS572,T572,Aceptado,Especie, Geonoma bernalii
CS573,T573,Aceptado,Especie, Geonoma chlamydostachys
CS574,T574,Aceptado,Especie, Geonoma galeanoae
CS575,T575,Aceptado,Especie, Geonoma santanderensis
CS576,T576,Aceptado,Especie, Hyospathe frontinensis | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017
CS577,T577,Aceptado,Especie, Hyospathe wendlandiana
CS578,T578,Aceptado,Especie, Oenocarpus circumtextus
CS579,T579,Aceptado,Especie, Pholidostachys panamensis
CS580,T580,Aceptado,Especie, Pholidostachys sanluisensis
CS581,T581,Aceptado,Especie, Phytelephas tumacana
CS582,T582,Aceptado,Especie, Reinhardtia gracilis
CS583,T583,Aceptado,Especie, Reinhardtia koschnyana
CS584,T584,Aceptado,Especie, Reinhardtia simplex
CS585,T585,Aceptado,Especie, Roystonea oleracea
CS586,T586,Aceptado,Especie, Sabinaria magnifica
CS587,T587,Aceptado,Especie, Syagrus sancona
CS588,T588,Aceptado,Especie, Wettinia hirsuta
CS589,T589,Aceptado,Especie, Wettinia microcarpa | Nuevo taxón incluido
CS590,T590,Aceptado,Especie, Eucharis caucana | Nuevo taxón incluido
CS591,T591,Aceptado,Especie, Acineta antioquiae | Nuevo taxón incluido
CS592,T592,Aceptado,Especie, Acineta moorei | Nuevo taxón incluido
CS593,T593,Aceptado,Especie, Andinia monilia | Nuevo taxón incluido
CS594,T594,Aceptado,Especie, Anguloa cliftonii | Mantiene categoría Resolución 1912 de 2017
CS595,T595,Aceptado,Especie, Anguloa clowesii
CS596,T596,Aceptado,Especie, Anguloa dubia | Nuevo taxón incluido
CS597,T597,Aceptado,Especie, Anguloa eburnea
CS598,T598,Aceptado,Especie, Anguloa hohenlohii
CS599,T599,Aceptado,Especie, Anguloa virginalis
CS600,T600,Sinónimo,Especie, Byrsella fragrans | Actualización nomenclatural
CS601,T601,Aceptado,Especie, Cattleya dowiana
CS602,T602,Aceptado,Especie, Cattleya quadricolor | Mantiene categoría Resolución 1912 de 2017
CS603,T603,Aceptado,Especie, Cattleya schroederae | Pasa de VU a EN
CS604,T604,Aceptado,Especie, Cattleya trianae | Mantiene categoría Resolución 1912 de 2017
CS605,T605,Aceptado,Especie, Cattleya warscewiczii | Pasa de VU a EN
CS606,T606,Aceptado,Especie, Comparettia ignea
CS607,T607,Aceptado,Especie, Coryanthes toulemondiana | Pasa de VU a CR
CS608,T608,Aceptado,Especie, Coryanthes vieirae
CS609,T609,Aceptado,Especie, Coryanthes villegasiana | Pasa de VU a CR
CS610,T610,Aceptado,Especie, Cycnoches barthiorum
CS611,T611,Aceptado,Especie, Cycnoches brachydactylon
CS612,T612,Aceptado,Especie, Cycnoches herrenhusanum
CS613,T613,Aceptado,Especie, Cyrtochilum betancurii | Nuevo taxón incluido
CS614,T614,Aceptado,Especie, Cyrtochilum corniculatum | Nuevo taxón incluido
CS615,T615,Aceptado,Especie, Cyrtochilum englerianum | Nuevo taxón incluido
CS616,T616,Aceptado,Especie, Cyrtochilum exasperatum | Nuevo taxón incluido
CS617,T617,Aceptado,Especie, Cyrtochilum ioplocon | Actualización nomenclatural
CS618,T618,Aceptado,Especie, Cyrtochilum ixioides | Actualización nomenclatural
CS619,T619,Aceptado,Especie, Cyrtochilum leucopterum | Actualización nomenclatural
CS620,T620,Aceptado,Especie, Cyrtochilum misasianum | Nuevo taxón incluido
CS621,T621,Aceptado,Especie, Dracula alcithoë
CS622,T622,Aceptado,Especie, Dracula amaliae
CS623,T623,Aceptado,Especie, Dracula andreettae
CS624,T624,Aceptado,Especie, Dracula aphrodes
CS625,T625,Aceptado,Especie, Dracula bella
CS626,T626,Aceptado,Especie, Dracula bellerophon
CS627,T627,Aceptado,Especie, Dracula benedictii
CS628,T628,Aceptado,Especie, Dracula berthae
CS629,T629,Aceptado,Especie, Dracula carcinopsis
CS630,T630,Aceptado,Especie, Dracula chiroptera
CS631,T631,Aceptado,Especie, Dracula citrina
CS632,T632,Aceptado,Especie, Dracula cochliops
CS633,T633,Aceptado,Especie, Dracula cutis-bufonis
CS634,T634,Aceptado,Especie, Dracula decussata
CS635,T635,Aceptado,Especie, Dracula diabola
CS636,T636,Aceptado,Especie, Dracula diana
CS637,T637,Aceptado,Especie, Dracula exasperata
CS638,T638,Aceptado,Especie, Dracula gigas
CS639,T639,Aceptado,Especie, Dracula gorgona
CS640,T640,Aceptado,Especie, Dracula gorgonella
CS641,T641,Aceptado,Especie, Dracula insolita
CS642,T642,Aceptado,Especie, Dracula lehmanniana
CS643,T643,Aceptado,Especie, Dracula lemurella
CS644,T644,Aceptado,Especie, Dracula levii
CS645,T645,Aceptado,Especie, Dracula ligiae
CS646,T646,Aceptado,Especie, Dracula minax
CS647,T647,Aceptado,Especie, Dracula nosferatu
CS648,T648,Aceptado,Especie, Dracula nycterina
CS649,T649,Aceptado,Especie, Dracula octavioi
CS650,T650,Aceptado,Especie, Dracula ophioceps
CS651,T651,Aceptado,Especie, Dracula orientalis
CS652,T652,Aceptado,Especie, Dracula ortiziana
CS653,T653,Aceptado,Especie, Dracula pholeodytes
CS654,T654,Aceptado,Especie, Dracula posadarum
CS655,T655,Aceptado,Especie, Dracula psittacina
CS656,T656,Aceptado,Especie, Dracula robledorum
CS657,T657,Aceptado,Especie, Dracula roezlii
CS658,T658,Aceptado,Especie, Dracula sergioi
CS659,T659,Aceptado,Especie, Dracula severa
CS660,T660,Aceptado,Especie, Dracula sibundoyensis
CS661,T661,Aceptado,Especie, Dracula syndactyla
CS662,T662,Aceptado,Especie, Dracula velutina
CS663,T663,Aceptado,Especie, Dracula verticulosa
CS664,T664,Aceptado,Especie, Dracula villegasii
CS665,T665,Aceptado,Especie, Dracula vinacea
CS666,T666,Aceptado,Especie, Dracula vlad-tepes
CS667,T667,Aceptado,Especie, Elleanthus cinnabarinus | Nuevo taxón incluido
CS668,T668,Aceptado,Especie, Embreea rodigasiana | Pasa de VU a EN
CS669,T669,Aceptado,Especie, Epidendrum amayense | Nuevo taxón incluido
CS670,T670,Aceptado,Especie, Epidendrum ampelomelanoxeros | Nuevo taxón incluido
CS671,T671,Aceptado,Especie, Epidendrum cleefii | Nuevo taxón incluido
CS672,T672,Aceptado,Especie, Epidendrum decurviflorum | Nuevo taxón incluido
CS673,T673,Aceptado,Especie, Epidendrum fusagasugaënse | Nuevo taxón incluido
CS674,T674,Aceptado,Especie, Epidendrum heliconaense | Nuevo taxón incluido
CS675,T675,Aceptado,Especie, Epidendrum magnibracteum | Nuevo taxón incluido
CS676,T676,Aceptado,Especie, Epidendrum ortizii | Nuevo taxón incluido
CS677,T677,Aceptado,Especie, Epidendrum pazii | Nuevo taxón incluido
CS678,T678,Aceptado,Especie, Epidendrum sisgaense | Nuevo taxón incluido
CS679,T679,Aceptado,Especie, Epidendrum uribei | Nuevo taxón incluido
CS680,T680,Aceptado,Especie, Epidendrum wolfii | Nuevo taxón incluido
CS681,T681,Aceptado,Especie, Guarianthe patinii | Actualización nomenclatural
CS682,T682,Aceptado,Especie, Houlletia conspersa | Nuevo taxón incluido
CS683,T683,Aceptado,Especie, Lepanthes arbuscula | Nuevo taxón incluido
CS684,T684,Aceptado,Especie, Lepanthes cingens | Nuevo taxón incluido
CS685,T685,Aceptado,Especie, Lepanthes cuatrecasasii | Nuevo taxón incluido
CS686,T686,Aceptado,Especie, Lepanthes eros | Nuevo taxón incluido
CS687,T687,Aceptado,Especie, Lepanthes escobariana | Nuevo taxón incluido
CS688,T688,Aceptado,Especie, Lepanthes fibulifera | Nuevo taxón incluido
CS689,T689,Aceptado,Especie, Lepanthes ligiae | Nuevo taxón incluido
CS690,T690,Aceptado,Especie, Lepanthes oreibates | Nuevo taxón incluido
CS691,T691,Aceptado,Especie, Lepanthes osiris | Nuevo taxón incluido
CS692,T692,Aceptado,Especie, Lepanthes parmata | Nuevo taxón incluido
CS693,T693,Aceptado,Especie, Lepanthes pterygion | Nuevo taxón incluido
CS694,T694,Aceptado,Especie, Lepanthes quandi
CS695,T695,Aceptado,Especie, Lepanthes tibouchinicola | Nuevo taxón incluido
CS696,T696,Aceptado,Especie, Lycaste campbellii
CS697,T697,Aceptado,Especie, Lycaste macrobulbon
CS698,T698,Aceptado,Especie, Lycaste schilleriana
CS699,T699,Aceptado,Especie, Lycaste xytriophora
CS700,T700,Aceptado,Especie, Lycomormium schmidtii | Nuevo taxón incluido
CS701,T701,Aceptado,Especie, Masdevallia alismifolia
CS702,T702,Aceptado,Especie, Masdevallia angulifera
CS703,T703,Aceptado,Especie, Masdevallia anisomorpha
CS704,T704,Aceptado,Especie, Masdevallia apparitio
CS705,T705,Aceptado,Especie, Masdevallia arangoi
CS706,T706,Aceptado,Especie, Masdevallia buccinator
CS707,T707,Aceptado,Especie, Masdevallia cacodes
CS708,T708,Aceptado,Especie, Masdevallia caesia
CS709,T709,Aceptado,Especie, Masdevallia caudata
CS710,T710,Aceptado,Especie, Masdevallia cerastes
CS711,T711,Aceptado,Especie, Masdevallia clandestina
CS712,T712,Aceptado,Especie, Masdevallia coccinea | Mantiene categoría Resolución 1912 de 2017
CS713,T713,Aceptado,Especie, Masdevallia crescenticola | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017
CS714,T714,Aceptado,Especie, Masdevallia discolor
CS715,T715,Aceptado,Especie, Masdevallia dryada
CS716,T716,Aceptado,Especie, Masdevallia elephanticeps
CS717,T717,Aceptado,Especie, Masdevallia encephala
CS718,T718,Aceptado,Especie, Masdevallia falcago
CS719,T719,Aceptado,Especie, Masdevallia fasciata
CS720,T720,Aceptado,Especie, Masdevallia foetens
CS721,T721,Aceptado,Especie, Masdevallia gilbertoi
CS722,T722,Aceptado,Especie, Masdevallia heteroptera
CS723,T723,Aceptado,Especie, Masdevallia hians
CS724,T724,Aceptado,Especie, Masdevallia hieroglyphica
CS725,T725,Aceptado,Especie, Masdevallia hortensis
CS726,T726,Aceptado,Especie, Masdevallia hylodes
CS727,T727,Aceptado,Especie, Masdevallia ignea | Pasa de CR a EN
CS728,T728,Aceptado,Especie, Masdevallia indecora
CS729,T729,Aceptado,Especie, Masdevallia leontoglossa
CS730,T730,Aceptado,Especie, Masdevallia ludibunda
CS731,T731,Aceptado,Especie, Masdevallia macrura
CS732,T732,Aceptado,Especie, Masdevallia mandarina
CS733,T733,Aceptado,Especie, Masdevallia marthae
CS734,T734,Aceptado,Especie, Masdevallia mastodon
CS735,T735,Aceptado,Especie, Masdevallia medusa | Mantiene categoría Resolución 1912 de 2017
CS736,T736,Aceptado,Especie, Masdevallia mejiana
CS737,T737,Aceptado,Especie, Masdevallia melanoxantha
CS738,T738,Aceptado,Especie, Masdevallia meleagris
CS739,T739,Aceptado,Especie, Masdevallia misasii
CS740,T740,Aceptado,Especie, Masdevallia mooreana
CS741,T741,Aceptado,Especie, Masdevallia mutica
CS742,T742,Aceptado,Especie, Masdevallia navicularis
CS743,T743,Aceptado,Especie, Masdevallia niesseniae
CS744,T744,Aceptado,Especie, Masdevallia nivea
CS745,T745,Aceptado,Especie, Masdevallia odontocera
CS746,T746,Aceptado,Especie, Masdevallia os-draconis
CS747,T747,Aceptado,Especie, Masdevallia oscarii
CS748,T748,Aceptado,Especie, Masdevallia pachyantha
CS749,T749,Aceptado,Especie, Masdevallia pachysepala
CS750,T750,Aceptado,Especie, Masdevallia pardina
CS751,T751,Aceptado,Especie, Masdevallia pastinata
CS752,T752,Aceptado,Especie, Masdevallia pescadoënsis
CS753,T753,Aceptado,Especie, Masdevallia pteroglossa
CS754,T754,Sinónimo,Especie, Masdevallia pterygiophora
CS755,T755,Aceptado,Especie, Masdevallia purpurella
CS756,T756,Aceptado,Especie, Masdevallia racemosa | Pasa de EN a VU
CS757,T757,Aceptado,Especie, Masdevallia renzii
CS758,T758,Aceptado,Especie, Masdevallia rhinophora
CS759,T759,Aceptado,Especie, Masdevallia saltatrix
CS760,T760,Aceptado,Especie, Masdevallia sanctae-rosae
CS761,T761,Aceptado,Especie, Masdevallia schizantha
CS762,T762,Aceptado,Especie, Masdevallia schlimii
CS763,T763,Aceptado,Especie, Masdevallia schmidt-mummii
CS764,T764,Aceptado,Especie, Masdevallia scobina
CS765,T765,Aceptado,Especie, Masdevallia segurae
CS766,T766,Aceptado,Especie, Masdevallia sernae
CS767,T767,Aceptado,Especie, Masdevallia siphonantha
CS768,T768,Aceptado,Especie, Masdevallia stenorhynchos | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017
CS769,T769,Aceptado,Especie, Masdevallia sumapazensis
CS770,T770,Aceptado,Especie, Masdevallia trochilus
CS771,T771,Aceptado,Especie, Masdevallia urceolaris
CS772,T772,Aceptado,Especie, Masdevallia valenciae
CS773,T773,Aceptado,Especie, Masdevallia velella
CS774,T774,Aceptado,Especie, Masdevallia velifera
CS775,T775,Aceptado,Especie, Masdevallia ventricularia
CS776,T776,Aceptado,Especie, Masdevallia vieirana
CS777,T777,Aceptado,Especie, Masdevallia virgo-cuencae
