Informacion_Taxonomica,,,,
Codigo TAXONOMICO,ID Taxonomia,ESTADO TAXONOMICO,RANGO DE TAXON,TAXON OBSERVACIONES
CS1190,T1190,Aceptado,Especie, Ayenia cuatrecasae | Nuevo taxón incluido
CS1191,T1191,Aceptado,Especie, Ayenia klugii | Nuevo taxón incluido
CS1192,T1192,Aceptado,Especie, Bernoullia uribeana | Nuevo taxón incluido
CS1193,T1193,Aceptado,Especie, Cavanillesia chicamochae | Nuevo taxón incluido
CS1194,T1194,Aceptado,Especie, Ceiba samauma
CS1195,T1195,Aceptado,Especie, Gaya mutisiana | Nuevo taxón incluido
CS1196,T1196,Aceptado,Especie, Herrania umbratica | Nuevo taxón incluido
CS1197,T1197,Aceptado,Especie, Huberodendron patinoi
CS1198,T1198,Aceptado,Especie, Matisia carderi | Nuevo taxón incluido
CS1199,T1199,Aceptado,Especie, Matisia dowdingii | Nuevo taxón incluido
CS1200,T1200,Aceptado,Especie, Matisia serpicostata | Nuevo taxón incluido
CS1201,T1201,Aceptado,Especie, Matisia sulcata | Nuevo taxón incluido
CS1202,T1202,Aceptado,Especie, Melochia colombiana | Nuevo taxón incluido
CS1203,T1203,Aceptado,Especie, Pachira mutisiana | Nuevo taxón incluido
CS1204,T1204,Aceptado,Especie, Pachira pulchra | Nuevo taxón incluido
CS1205,T1205,Sinónimo,Especie, Pachira quinata
CS1206,T1206,Aceptado,Especie, Phragmotheca lemniscata | Nuevo taxón incluido
CS1207,T1207,Aceptado,Especie, Phragmotheca mambitana | Nuevo taxón incluido
CS1208,T1208,Aceptado,Especie, Phragmotheca rubriflora | Nuevo taxón incluido
CS1209,T1209,Aceptado,Especie, Quararibea cacao | Nuevo taxón incluido
CS1210,T1210,Aceptado,Especie, Quararibea foenigraeca | Nuevo taxón incluido
CS1211,T1211,Aceptado,Especie, Quararibea rangelii | Nuevo taxón incluido
CS1212,T1212,Aceptado,Especie, Quararibea ruiziana | Nuevo taxón incluido
CS1213,T1213,Aceptado,Especie, Spirotheca mahechae | Nuevo taxón incluido
CS1214,T1214,Aceptado,Especie, Daphnopsis anomala | Nuevo taxón incluido
CS1215,T1215,Aceptado,Especie, Adelobotrys antioquiensis | Nuevo taxón incluido
CS1216,T1216,Aceptado,Especie, Allomaieta hirsuta | Nuevo taxón incluido
CS1217,T1217,Aceptado,Especie, Blakea argentea | Nuevo taxón incluido
CS1218,T1218,Aceptado,Especie, Blakea clusiifolia | Nuevo taxón incluido
CS1219,T1219,Aceptado,Especie, Blakea discolor | Nuevo taxón incluido
CS1220,T1220,Aceptado,Especie, Blakea longipes | Nuevo taxón incluido
CS1221,T1221,Aceptado,Especie, Blakea muricata | Nuevo taxón incluido
CS1222,T1222,Aceptado,Especie, Blakea schultzei | Nuevo taxón incluido
CS1223,T1223,Aceptado,Especie, Blakea squamigera | Nuevo taxón incluido
CS1224,T1224,Aceptado,Especie, Blakea superba | Nuevo taxón incluido
CS1225,T1225,Aceptado,Especie, Chalybea corymbifera | Nuevo taxón incluido
CS1226,T1226,Aceptado,Especie, Chalybea kirkbridei | Nuevo taxón incluido
CS1227,T1227,Aceptado,Especie, Chalybea macrocarpa | Nuevo taxón incluido
CS1228,T1228,Aceptado,Especie, Chalybea mutisiana | Nuevo taxón incluido
CS1229,T1229,Aceptado,Especie, Chalybea occidentalis | Nuevo taxón incluido
CS1230,T1230,Aceptado,Especie, Graffenrieda maklenkensis | Nuevo taxón incluido
CS1231,T1231,Aceptado,Especie, Henriettea maguirei | Nuevo taxón incluido
CS1232,T1232,Aceptado,Especie, Killipia pedunculata | Nuevo taxón incluido
CS1233,T1233,Aceptado,Especie, Meriania albertiae | Nuevo taxón incluido
CS1234,T1234,Aceptado,Especie, Meriania antioquiensis | Nuevo taxón incluido
CS1235,T1235,Aceptado,Especie, Meriania arizae | Nuevo taxón incluido
CS1236,T1236,Aceptado,Especie, Meriania barbosae | Nuevo taxón incluido
CS1237,T1237,Aceptado,Especie, Meriania colombiana | Nuevo taxón incluido
CS1238,T1238,Aceptado,Especie, Meriania mutabilis | Nuevo taxón incluido
CS1239,T1239,Aceptado,Especie, Meriania pallida | Nuevo taxón incluido
CS1240,T1240,Aceptado,Especie, Meriania umbellata | Nuevo taxón incluido
CS1241,T1241,Aceptado,Especie, Meriania versicolor | Nuevo taxón incluido
CS1242,T1242,Aceptado,Especie, Miconia acanthocoryne | Nuevo taxón incluido
CS1243,T1243,Aceptado,Especie, Miconia annulata | Nuevo taxón incluido
CS1244,T1244,Aceptado,Especie, Miconia antioquiensis | Nuevo taxón incluido
CS1245,T1245,Aceptado,Especie, Miconia bella | Nuevo taxón incluido
CS1246,T1246,Aceptado,Especie, Miconia blakeifolia | Nuevo taxón incluido
CS1247,T1247,Aceptado,Especie, Miconia caucana | Nuevo taxón incluido
CS1248,T1248,Aceptado,Especie, Miconia macrantha | Nuevo taxón incluido
CS1249,T1249,Aceptado,Especie, Miconia majalis | Nuevo taxón incluido
CS1250,T1250,Aceptado,Especie, Miconia miocarpa | Nuevo taxón incluido
CS1251,T1251,Aceptado,Especie, Miconia parvifolia | Nuevo taxón incluido
CS1252,T1252,Aceptado,Especie, Miconia pastoensis | Nuevo taxón incluido
CS1253,T1253,Aceptado,Especie, Miconia rava | Nuevo taxón incluido
CS1254,T1254,Aceptado,Especie, Miconia reclinata | Nuevo taxón incluido
CS1255,T1255,Aceptado,Especie, Miconia rigens | Nuevo taxón incluido
CS1256,T1256,Aceptado,Especie, Miconia setosa | Nuevo taxón incluido
CS1257,T1257,Aceptado,Especie, Miconia subsessilifolia | Nuevo taxón incluido
CS1258,T1258,Aceptado,Especie, Miconia voronovii | Nuevo taxón incluido
CS1259,T1259,Aceptado,Especie, Mouriri colombiana | Nuevo taxón incluido
CS1260,T1260,Aceptado,Especie, Tibouchina paleacea | Nuevo taxón incluido
CS1261,T1261,Aceptado,Especie, Eugenia variareolata | Nuevo taxón incluido
CS1262,T1262,Aceptado,Especie, Myrcia estoraquensis | Nuevo taxón incluido
CS1263,T1263,Aceptado,Especie, Myrcia lozanoi | Nuevo taxón incluido
CS1264,T1264,Aceptado,Especie, Myrcia pseudobrunneica | Nuevo taxón incluido
CS1265,T1265,Aceptado,Especie, Vochysia antioquiae | Nuevo taxón incluido
CS1266,T1266,Aceptado,Especie, Vochysia artantha | Nuevo taxón incluido
CS1267,T1267,Aceptado,Especie, Vochysia magna | Nuevo taxón incluido
CS1268,T1268,Aceptado,Especie, Vochysia pacifica | Nuevo taxón incluido
CS1269,T1269,Aceptado,Especie, Brunellia amayensis | Nuevo taxón incluido
CS1270,T1270,Aceptado,Especie, Brunellia boqueronensis | Nuevo taxón incluido
CS1271,T1271,Aceptado,Especie, Brunellia latifolia | Nuevo taxón incluido
CS1272,T1272,Aceptado,Especie, Brunellia macrophylla | Nuevo taxón incluido
CS1273,T1273,Aceptado,Especie, Brunellia occidentalis | Nuevo taxón incluido
CS1274,T1274,Aceptado,Especie, Brunellia pallida | Nuevo taxón incluido
CS1275,T1275,Aceptado,Especie, Brunellia racemifera | Nuevo taxón incluido
CS1276,T1276,Aceptado,Especie, Brunellia rufa | Nuevo taxón incluido
CS1277,T1277,Aceptado,Especie, Brunellia stuebelii | Nuevo taxón incluido
CS1278,T1278,Aceptado,Especie, Brunellia velutina | Nuevo taxón incluido
CS1279,T1279,Aceptado,Especie, Rourea antioquensis | Nuevo taxón incluido
CS1280,T1280,Aceptado,Especie, Weinmannia parvifoliolata | Nuevo taxón incluido
CS1281,T1281,Aceptado,Especie, Weinmannia tolimensis | Nuevo taxón incluido
CS1282,T1282,Aceptado,Especie, Sloanea esmeraldana | Nuevo taxón incluido
CS1283,T1283,Aceptado,Especie, Sloanea garcia-cossioi
CS1284,T1284,Aceptado,Especie, Sloanea helianthoides | Nuevo taxón incluido
CS1285,T1285,Aceptado,Especie, Sloanea huilaeana | Nuevo taxón incluido
CS1286,T1286,Aceptado,Especie, Sloanea loquitoi | Nuevo taxón incluido
CS1287,T1287,Aceptado,Especie, Sloanea pseudogranulosa | Nuevo taxón incluido
CS1288,T1288,Aceptado,Especie, Ficus eliadis | Nuevo taxón incluido
CS1289,T1289,Aceptado,Especie, Ficus guatiquiae | Nuevo taxón incluido
CS1290,T1290,Aceptado,Especie, Ficus tequendamae | Nuevo taxón incluido
CS1291,T1291,Aceptado,Especie, Karwinskia colombiana | Nuevo taxón incluido
CS1292,T1292,Aceptado,Especie, Ampelocera albertiae | Nuevo taxón incluido
CS1293,T1293,Aceptado,Especie, Cecropia goudotiana | Nuevo taxón incluido
CS1294,T1294,Aceptado,Especie, Cecropia multisecta | Nuevo taxón incluido
CS1295,T1295,Aceptado,Especie, Coussapoa tolimensis | Nuevo taxón incluido
CS1296,T1296,Aceptado,Especie, Mauria cuatrecasasii | Nuevo taxón incluido
CS1297,T1297,Aceptado,Especie, Mauria obtusifolia | Nuevo taxón incluido
CS1298,T1298,Aceptado,Especie, Dacryodes colombiana | Nuevo taxón incluido
CS1299,T1299,Aceptado,Especie, Dacryodes hydriflora | Nuevo taxón incluido
CS1300,T1300,Aceptado,Especie, Cedrela odorata
CS1301,T1301,Aceptado,Especie, Ruagea smithii | Nuevo taxón incluido
CS1302,T1302,Aceptado,Especie, Swietenia macrophylla
CS1303,T1303,Aceptado,Especie, Trichilia carinata | Nuevo taxón incluido
CS1304,T1304,Aceptado,Especie, Trichilia oligofoliolata | Nuevo taxón incluido
CS1305,T1305,Aceptado,Especie, Zanthoxylum gentryi | Nuevo taxón incluido
CS1306,T1306,Aceptado,Especie, Cupania semiglabra
CS1307,T1307,Aceptado,Especie, Melicoccus antioquensis
CS1308,T1308,Aceptado,Especie, Paullinia globosa
CS1309,T1309,Aceptado,Especie, Talisia stricta
CS1310,T1310,Aceptado,Especie, Bulnesia arborea
CS1311,T1311,Aceptado,Especie, Guaiacum officinale
CS1312,T1312,Aceptado,Especie, Hedyosmum steinii | Nuevo taxón incluido
CS1313,T1313,Válido,Especie, Acropora cervicornis
CS1314,T1314,Válido,Especie, Acropora palmata
CS1315,T1315,Válido,Especie, Dendrogyra cylindrus | Nuevo taxón incluido
CS1316,T1316,Válido,Especie, Mussa angulosa
CS1317,T1317,Válido,Especie, Gorgonia ventalina | Se ajustó el orden Alcyonacea a Malacalcyonacea por revisión del Invemar
CS1318,T1318,Válido,Especie, Pacifigorgia cairnsi | Nuevo taxón incluido | Se ajustó el orden Alcyonacea a Malacalcyonacea por revisión del Invemar
CS1319,T1319,Válido,Especie, Pacifigorgia irene | Nuevo taxón incluido | Se ajustó el orden Alcyonacea a Malacalcyonacea por revisión del Invemar
CS1320,T1320,Válido,Especie, Muricea austera | Nuevo taxón incluido | Se ajustó el orden Alcyonacea a Malacalcyonacea por revisión del Invemar
CS1321,T1321,Válido,Especie, Muricea crassa | Nuevo taxón incluido | Se ajustó el orden Alcyonacea a Malacalcyonacea por revisión del Invemar
CS1322,T1322,Válido,Especie, Megaphobema robustum
CS1323,T1323,Válido,Especie, Pamphobeteus ferox
CS1324,T1324,Válido,Especie, Pamphobeteus fortis
CS1325,T1325,Válido,Especie, Xenesthis immanis
CS1326,T1326,Válido,Especie, Surazomus sturmi
CS1327,T1327,Válido,Especie, Chactas oxfordi
CS1328,T1328,Válido,Especie, Tytius columbianus
CS1329,T1329,Válido,Especie, Tytius engelkey
CS1330,T1330,Válido,Especie, Carpilius corallinus
CS1331,T1331,Válido,Especie, Cardisoma guanhumi
CS1332,T1332,Válido,Especie, Gecarcinus lateralis | Nuevo taxón incluido
CS1333,T1333,Válido,Especie, Gecarcinus ruricola | Nuevo taxón incluido
CS1334,T1334,Válido,Especie, Emerita portoricensis | Nuevo taxón incluido
CS1335,T1335,Válido,Especie, Hippa testudinaria | Nuevo taxón incluido
CS1336,T1336,Válido,Especie, Maguimithrax spinosissimus | Actualización nomenclatural
CS1337,T1337,Válido,Especie, Panulirus argus
CS1338,T1338,Válido,Especie, Penaeus occidentalis | Pasa de VU a CR
CS1339,T1339,Válido,Especie, Penaeus schmitti
CS1340,T1340,Válido,Especie, Callinectes sapidus | Nuevo taxón incluido
CS1341,T1341,Válido,Especie, Callinectes bocourti | Nuevo taxón incluido
CS1342,T1342,Válido,Especie, Chaceus curumanensis
CS1343,T1343,Válido,Especie, Chaceus ibiricensis
CS1344,T1344,Válido,Especie, Hypolobocera andagoensis
CS1345,T1345,Válido,Especie, Hypolobocera buenaventurensis
CS1346,T1346,Válido,Especie, Hypolobocera cajambrensis
CS1347,T1347,Válido,Especie, Hypolobocera emberarum
CS1348,T1348,Válido,Especie, Hypolobocera rotundilobata
CS1349,T1349,Válido,Especie, Lindacatalina sinuensis
CS1350,T1350,Válido,Especie, Lindacatalina sumacensis
CS1351,T1351,Válido,Especie, Neostrengeria alexae
CS1352,T1352,Válido,Especie, Neostrengeria lemaitrei
CS1353,T1353,Válido,Especie, Neostrengeria libradensis
CS1354,T1354,Válido,Especie, Neostrengeria macarenae
CS1355,T1355,Válido,Especie, Neostrengeria macropa
CS1356,T1356,Válido,Especie, Neostrengeria natashae
CS1357,T1357,Válido,Especie, Neostrengeria sketi
CS1358,T1358,Válido,Especie, Phallangothelphusa juansei
CS1359,T1359,Válido,Especie, Strengeriana antioquensis
CS1360,T1360,Válido,Especie, Strengeriana casallasi
CS1361,T1361,Válido,Especie, Strengeriana flagellata
CS1362,T1362,Válido,Especie, Strengeriana foresti
CS1363,T1363,Válido,Especie, Strengeriana huilensis
CS1364,T1364,Válido,Especie, Strengeriana villaensis
CS1365,T1365,Válido,Especie, Bottiella cucutensis
CS1366,T1366,Válido,Especie, Bottiella medemi
CS1367,T1367,Válido,Especie, Bottiella niceforei
CS1368,T1368,Válido,Especie, Macrodontia cervicornis
CS1369,T1369,Válido,Especie, Titanus giganteus
CS1370,T1370,Válido,Especie, Proculus opacus
CS1371,T1371,Válido,Especie, Dynastes neptunus
CS1372,T1372,Válido,Especie, Megasoma mars
CS1373,T1373,Válido,Especie, Aglae caerulea
CS1374,T1374,Válido,Especie, Eufriesea auripes
CS1375,T1375,Válido,Especie, Eufriesea chrysopyga
CS1376,T1376,Válido,Especie, Eufriesea dressleri
CS1377,T1377,Válido,Especie, Eufriesea lucida
CS1378,T1378,Válido,Especie, Eufriesea lucifera
CS1379,T1379,Válido,Especie, Exaerete dentata
CS1380,T1380,Válido,Especie, Exaerete frontalis
CS1381,T1381,Válido,Especie, Exaerete smaragdina
CS1382,T1382,Válido,Especie, Melipona eburnea
CS1383,T1383,Válido,Especie, Melipona favosa
CS1384,T1384,Válido,Especie, Cephalotes palta
CS1385,T1385,Válido,Especie, Cephalotes patei
CS1386,T1386,Válido,Especie, Editha magnifica
CS1387,T1387,Válido,Especie, Charterginus zavattarii
CS1388,T1388,Válido,Especie, Montezumia colombiana
CS1389,T1389,Válido,Especie, Zethus neotomitus
CS1390,T1390,Válido,Especie, Zethus restrepoicus
CS1391,T1391,Válido,Especie, Zethus satanicus
CS1392,T1392,Válido,Especie, Arhuaco ica | Mantiene categoría Resolución 1912 de 2017
CS1393,T1393,Válido,Especie, Lymanopoda caeruleata | Actualización nomenclatural
CS1394,T1394,Válido,Especie, Lymanopoda paramera | Mantiene categoría Resolución 1912 de 2017
CS1395,T1395,Válido,Especie, Morpho rhodopteron | Mantiene categoría Resolución 1912 de 2017
CS1396,T1396,Válido,Especie, Prepona praeneste | Mantiene categoría Resolución 1912 de 2017
CS1397,T1397,Válido,Especie, Prepona werneri | Mantiene categoría Resolución 1912 de 2017
CS1398,T1398,Válido,Especie, Pterourus euterpinus
CS1399,T1399,Válido,Especie, Copaxa apollinairei | Mantiene categoría Resolución 1912 de 2017
CS1400,T1400,Válido,Especie, Syssphinx chocoensis | Mantiene categoría Resolución 1912 de 2017
CS1401,T1401,Válido,Especie, Anadara tuberculosa
CS1402,T1402,Válido,Especie, Larkinia grandis
CS1403,T1403,Válido,Especie, Anomalocardia flexuosa
CS1404,T1404,Válido,Especie, Polymesoda arctata | Pasa de VU a EN
CS1405,T1405,Válido,Especie, Cittarium pica | Pasa de VU a EN
CS1406,T1406,Válido,Especie, Muracypraea mus
CS1407,T1407,Válido,Especie, Aliger gigas | Actualización nomenclatural
CS1408,T1408,Válido,Especie, Anachis coseli
CS1409,T1409,Dudoso,Especie, Acostaea rivolii
CS1410,T1410,Válido,Especie, Diplodontites olssoni
CS1411,T1411,Válido,Especie, Holothuria mexicana
CS1412,T1412,Válido,Especie, Isostichopus badionotus
CS1413,T1413,Válido,Especie, Ophiothrix synoecina
CS1414,T1414,Válido,Especie, Ginglymostoma cirratum
CS1415,T1415,Válido,Especie, Alopias pelagicus
CS1416,T1416,Válido,Especie, Carcharhinus falciformis
CS1417,T1417,Válido,Especie, Carcharhinus limbatus |
CS1418,T1418,Válido,Especie, Carcharhinus longimanus
CS1419,T1419,Válido,Especie, Sphyrna lewini
CS1420,T1420,Válido,Especie, Sphyrna mokarran
CS1421,T1421,Válido,Especie, Mustelus henlei
CS1422,T1422,Válido,Especie, Mustelus lunulatus
CS1423,T1423,Válido,Especie, Mustelus minicanis
CS1424,T1424,Válido,Especie, Diplobatis colombiensis
CS1425,T1425,Válido,Especie, Diplobatis guamachensis
CS1426,T1426,Válido,Especie, Pristis pectinata
CS1427,T1427,Válido,Especie, Pristis pristis
CS1428,T1428,Válido,Especie, Pseudobatos leucorhynchus
CS1429,T1429,Válido,Especie, Hypanus longus
CS1430,T1430,Válido,Especie, Paratrygon aiereba
CS1431,T1431,Válido,Especie, Potamotrygon motoro
CS1432,T1432,Válido,Especie, Potamotrygon schroederi
CS1433,T1433,Válido,Especie, Potamotrygon yepezi
CS1434,T1434,Válido,Especie, Megalops atlanticus
CS1435,T1435,Válido,Especie, Arapaima gigas
CS1436,T1436,Válido,Especie, Osteoglossum bicirrhosum
CS1437,T1437,Válido,Especie, Osteoglossum ferreirai
CS1438,T1438,Válido,Especie, Abramites eques
CS1439,T1439,Válido,Especie, Leporinus muyscorum
CS1440,T1440,Válido,Especie, Brycon labiatus
CS1441,T1441,Válido,Especie, Brycon moorei
CS1442,T1442,Válido,Especie, Cynopotamus atratoensis
CS1443,T1443,Válido,Especie, Genycharax tarpon
CS1444,T1444,Válido,Especie, Salminus affinis
CS1445,T1445,Válido,Especie, Characidium phoxocephalum
CS1446,T1446,Válido,Especie, Curimata mivartii
CS1447,T1447,Válido,Especie, Pseudocurimata patiae
CS1448,T1448,Válido,Especie, Parodon caliensis
CS1449,T1449,Válido,Especie, Ichthyoelephas longirostris
CS1450,T1450,Válido,Especie, Prochilodus magdalenae
CS1451,T1451,Válido,Especie, Prochilodus reticulatus
CS1452,T1452,Válido,Especie, Mylossoma acanthogaster
CS1453,T1453,Válido,Especie, Ariopsis canteri | Actualización nomenclatural
CS1454,T1454,Válido,Especie, Cathorops mapale
CS1455,T1455,Válido,Especie, Sciades proops
CS1456,T1456,Válido,Especie, Ageneiosus pardalis
CS1457,T1457,Válido,Especie, Callichthys fabricioi
CS1458,T1458,Válido,Especie, Doraops zuloagai
CS1459,T1459,Válido,Especie, Rhinodoras thomersoni
CS1460,T1460,Válido,Especie, Pimelodella macrocephala
CS1461,T1461,Válido,Especie, Panaque cochliodon
CS1462,T1462,Válido,Especie, Brachyplatystoma filamentosum
CS1463,T1463,Válido,Especie, Brachyplatystoma juruense
CS1464,T1464,Válido,Especie, Brachyplatystoma platynemum
CS1465,T1465,Válido,Especie, Brachyplatystoma rousseauxii
CS1466,T1466,Válido,Especie, Brachyplatystoma vaillantii
CS1467,T1467,Válido,Especie, Pimelodus coprophagus
CS1468,T1468,Válido,Especie, Pimelodus grosskopfii
CS1469,T1469,Válido,Especie, Platysilurus malarmo
CS1470,T1470,Válido,Especie, Pseudoplatystoma magdaleniatum
CS1471,T1471,Válido,Especie, Pseudoplatystoma metaense
CS1472,T1472,Válido,Especie, Pseudoplatystoma orinocoense
CS1473,T1473,Válido,Especie, Pseudoplatystoma punctifer
CS1474,T1474,Válido,Especie, Pseudoplatystoma tigrinum
CS1475,T1475,Válido,Especie, Sorubim cuspicaudus
CS1476,T1476,Válido,Especie, Zungaro zungaro
CS1477,T1477,Válido,Especie, Cruciglanis pacifici
CS1478,T1478,Válido,Especie, Eremophilus mutisii
CS1479,T1479,Válido,Especie, Trichomycterus cachiraensis
CS1480,T1480,Válido,Especie, Trichomycterus donascimientoi | Nuevo taxón incluido
CS1481,T1481,Válido,Especie, Trichomycterus gorgona
CS1482,T1482,Válido,Especie, Trichomycterus rosablanca | Nuevo taxón incluido
CS1483,T1483,Válido,Especie, Trichomycterus sandovali |
CS1484,T1484,Válido,Especie, Trichomycterus santanderensis | Nuevo taxón incluido
CS1485,T1485,Válido,Especie, Trichomycterus sketi | Nuevo taxón incluido
CS1486,T1486,Válido,Especie, Trichomycterus uisae | Nuevo taxón incluido
CS1487,T1487,Válido,Especie, Apteronotus magdalenensis
CS1488,T1488,Válido,Especie, Gymnotus henni
CS1489,T1489,Válido,Especie, Batrachoides manglae
CS1490,T1490,Válido,Especie, Gambusia nicaraguensis
CS1491,T1491,Válido,Especie, Gambusia lemaitrei
CS1492,T1492,Válido,Especie, Austrofundulus guajira
CS1493,T1493,Válido,Especie, Hippocampus erectus
CS1494,T1494,Válido,Especie, Hippocampus ingens
CS1495,T1495,Válido,Especie, Hippocampus reidi
CS1496,T1496,Válido,Especie, Joturus pichardi
CS1497,T1497,Válido,Especie, Mugil incilis
CS1498,T1498,Válido,Especie, Mugil liza
CS1499,T1499,Válido,Especie, Caranx hippos
CS1500,T1500,Válido,Especie, Centropomus undecimalis
CS1501,T1501,Válido,Especie, Acanthemblemaria stephensi
CS1502,T1502,Válido,Especie, Pterophyllum altum
CS1503,T1503,Válido,Especie, Eugerres plumieri
CS1504,T1504,Válido,Especie, Tigrigobius nesiotes
CS1505,T1505,Válido,Especie, Anisotremus moricandi
CS1506,T1506,Válido,Especie, Makaira nigricans
CS1507,T1507,Válido,Especie, Halichoeres malpelo
CS1508,T1508,Válido,Especie, Lachnolaimus maximus
CS1509,T1509,Válido,Especie, Lutjanus analis
CS1510,T1510,Válido,Especie, Lutjanus cyanopterus
CS1511,T1511,Válido,Especie, Stegastes beebei
CS1512,T1512,Válido,Especie, Scarus coelestinus
CS1513,T1513,Válido,Especie, Scarus coeruleus
CS1514,T1514,Válido,Especie, Scarus guacamaia
CS1515,T1515,Válido,Especie, Cynoscion phoxocephalus
CS1516,T1516,Válido,Especie, Thunnus obesus
CS1517,T1517,Válido,Especie, Epinephelus cifuentesi |
CS1518,T1518,Válido,Especie, Epinephelus itajara
CS1519,T1519,Válido,Especie, Epinephelus striatus
CS1520,T1520,Válido,Especie, Mycteroperca bonaci
CS1521,T1521,Válido,Especie, Mycteroperca cidi
CS1522,T1522,Válido,Especie, Mycteroperca olfax
CS1523,T1523,Válido,Especie, Mycteroperca venenosa
CS1524,T1524,Válido,Especie, Axoclinus rubinoffi
CS1525,T1525,Válido,Especie, Lepidonectes bimaculatus
CS1526,T1526,Válido,Especie, Balistes vetula
CS1527,T1527,Válido,Especie, Bolitoglossa capitana | Mantiene categoría Resolución 1912 de 2017
CS1528,T1528,Válido,Especie, Bolitoglossa guaneae | Nuevo taxón incluido
CS1529,T1529,Válido,Especie, Bolitoglossa hiemalis | Nuevo taxón incluido
CS1530,T1530,Válido,Especie, Bolitoglossa hypacra | Nuevo taxón incluido
CS1531,T1531,Válido,Especie, Bolitoglossa leandrae
CS1532,T1532,Válido,Especie, Bolitoglossa pandi | Mantiene categoría Resolución 1912 de 2017
CS1533,T1533,Válido,Especie, Bolitoglossa tamaense
CS1534,T1534,Válido,Especie, Bolitoglossa tatamae | Nuevo taxón incluido
CS1535,T1535,Válido,Especie, Bolitoglossa yariguiensis | Nuevo taxón incluido
CS1536,T1536,Válido,Especie, Hyloxalus cepedai | Nuevo taxón incluido
CS1537,T1537,Válido,Especie, Allobates ignotus | Nuevo taxón incluido
CS1538,T1538,Válido,Especie, Allobates juanii | Nuevo taxón incluido
CS1539,T1539,Válido,Especie, Hyloxalus picachos | Nuevo taxón incluido
CS1540,T1540,Válido,Especie, Allobates ranoides | Mantiene categoría Resolución 1912 de 2017
CS1541,T1541,Válido,Especie, Atelopus angelito
CS1542,T1542,Válido,Especie, Atelopus ardila
CS1543,T1543,Válido,Especie, Atelopus arsyecue
CS1544,T1544,Válido,Especie, Atelopus carrikeri
CS1545,T1545,Válido,Especie, Atelopus chocoensis
CS1546,T1546,Válido,Especie, Atelopus ebenoides |
CS1547,T1547,Válido,Especie, Atelopus elegans
CS1548,T1548,Válido,Especie, Atelopus eusebianus | Pasa de EN a CR
CS1549,T1549,Válido,Especie, Atelopus famelicus
CS1550,T1550,Válido,Especie, Atelopus farci | Mantiene categoría Resolución 1912 de 2017
CS1551,T1551,Válido,Especie, Atelopus gigas
CS1552,T1552,Válido,Especie, Atelopus glyphus
CS1553,T1553,Válido,Especie, Atelopus laetissimus
CS1554,T1554,Válido,Especie, Atelopus longibrachius
CS1555,T1555,Válido,Especie, Atelopus lozanoi | Pasa de CR a EN
CS1556,T1556,Válido,Especie, Atelopus marinkellei
CS1557,T1557,Válido,Especie, Atelopus minutulus | Pasa de EN a CR
CS1558,T1558,Válido,Especie, Atelopus mittermeieri
CS1559,T1559,Válido,Especie, Atelopus monohernandezii
CS1560,T1560,Válido,Especie, Atelopus muisca | Mantiene categoría Resolución 1912 de 2017
CS1561,T1561,Válido,Especie, Atelopus nahumae
CS1562,T1562,Válido,Especie, Atelopus nicefori
CS1563,T1563,Válido,Especie, Atelopus nocturnus
CS1564,T1564,Válido,Especie, Atelopus pastuso
CS1565,T1565,Válido,Especie, Atelopus pedimarmoratus | Pasa de EN a CR
CS1566,T1566,Válido,Especie, Atelopus petriruizi
CS1567,T1567,Válido,Especie, Atelopus pictiventris
CS1568,T1568,Válido,Especie, Atelopus quimbaya
CS1569,T1569,Válido,Especie, Atelopus sanjosei
CS1570,T1570,Válido,Especie, Atelopus sernai | Pasa de EN a CR
CS1571,T1571,Válido,Especie, Atelopus simulatus
CS1572,T1572,Válido,Especie, Atelopus sonsonensis
CS1573,T1573,Válido,Especie, Atelopus subornatus | Pasa de EN a CR
CS1574,T1574,Válido,Especie, Osornophryne percrassa
CS1575,T1575,Válido,Especie, Osornophryne talipes
CS1576,T1576,Válido,Especie, Rhaebo andinophrynoides
CS1577,T1577,Válido,Especie, Rhaebo atelopoides
CS1578,T1578,Válido,Especie, Rhaebo blombergi
CS1579,T1579,Válido,Especie, Rhaebo colomai
CS1580,T1580,Válido,Especie, Rhinella acrolopha
CS1581,T1581,Válido,Especie, Rhinella cristinae
CS1582,T1582,Válido,Especie, Rhinella lindae
CS1583,T1583,Válido,Especie, Rhinella macrorhina
CS1584,T1584,Válido,Especie, Rhinella nicefori
CS1585,T1585,Válido,Especie, Rhinella rostrata
CS1586,T1586,Válido,Especie, Rhinella ruizi
CS1587,T1587,Válido,Especie, Rhinella tenrec
CS1588,T1588,Válido,Especie, Centrolene sanchezi
CS1589,T1589,Válido,Especie, Centrolene ballux
CS1590,T1590,Válido,Especie, Centrolene geckoidea
CS1591,T1591,Válido,Especie, Centrolene heloderma
CS1592,T1592,Válido,Especie, Centrolene huilense
CS1593,T1593,Válido,Especie, Centrolene medemi
CS1594,T1594,Válido,Especie, Centrolene petrophilum
CS1595,T1595,Válido,Especie, Centrolene quindianum
CS1596,T1596,Válido,Especie, Centrolene lynchi
CS1597,T1597,Válido,Especie, Centrolene solitaria
CS1598,T1598,Válido,Especie, Nymphargus balionotus
CS1599,T1599,Válido,Especie, Cochranella litoralis
CS1600,T1600,Válido,Especie, Nymphargus megistus
CS1601,T1601,Válido,Especie, Cochranella xanthocheridia
CS1602,T1602,Válido,Especie, Hyalinobatrachium esmeralda
