id_taxonomia,estado_taxonomico,observacion_taxonomica,rango_taxonomico,codigo_clasificacion
T1611,Válido, Nymphargus prasinus,Especie,CS1611
T1612,Válido, Nymphargus rosada,Especie,CS1612
T1613,Válido, Nymphargus ruizi,Especie,CS1613
T1614,Válido, Rulyrana adiazeta,Especie,CS1614
T1615,Válido, Sachatamia electrops,Especie,CS1615
T1616,Válido, Sachatamia punctulata,Especie,CS1616
T1617,Válido, Atopophrynus syntomopus,Especie,CS1617
T1618,Válido, Geobatrachus walkeri,Especie,CS1618
T1619,Válido, Niceforonia adenobrachia,Especie,CS1619
T1620,Válido, Niceforonia brunnea,Especie,CS1620
T1621,Válido, Niceforonia dolops,Especie,CS1621
T1622,Válido, Niceforonia latens,Especie,CS1622
T1623,Válido, Niceforonia nana,Especie,CS1623
T1624,Válido, Pristimantis actinolaimus,Especie,CS1624
T1625,Válido, Pristimantis acutirostris,Especie,CS1625
T1626,Válido, Pristimantis aemulatus,Especie,CS1626
T1627,Válido, Pristimantis affinis,Especie,CS1627
T1628,Válido, Pristimantis alalocophus,Especie,CS1628
T1629,Válido, Pristimantis albericoi,Especie,CS1629
T1630,Válido, Pristimantis angustilineatus,Especie,CS1630
T1631,Válido, Pristimantis anolirex,Especie,CS1631
T1632,Válido, Pristimantis apiculatus,Especie,CS1632
T1633,Válido, Pristimantis aurantiguttatus,Especie,CS1633
T1634,Válido, Pristimantis bacchus,Especie,CS1634
T1635,Válido, Pristimantis batrachites,Especie,CS1635
T1636,Válido, Pristimantis bellona,Especie,CS1636
T1637,Válido, Pristimantis bernali,Especie,CS1637
T1638,Válido, Pristimantis bicolor,Especie,CS1638
T1639,Válido, Pristimantis cacao,Especie,CS1639
T1640,Válido, Pristimantis calcaratus,Especie,CS1640
T1641,Válido, Pristimantis capitonis,Especie,CS1641
T1642,Válido, Pristimantis caprifer,Especie,CS1642
T1643,Válido, Pristimantis carlossanchezi,Especie,CS1643
T1644,Válido, Pristimantis carmelitae,Especie,CS1644
T1645,Válido, Pristimantis carranguerorum,Especie,CS1645
T1646,Válido, Pristimantis celator,Especie,CS1646
T1647,Válido, Pristimantis chrysops,Especie,CS1647
T1648,Válido, Pristimantis colomai,Especie,CS1648
T1649,Válido, Pristimantis colonensis,Especie,CS1649
T1650,Válido, Pristimantis corniger,Especie,CS1650
T1651,Válido, Pristimantis cristinae,Especie,CS1651
T1652,Válido, Pristimantis cuentasi,Especie,CS1652
T1653,Válido, Pristimantis degener,Especie,CS1653
T1654,Válido, Pristimantis deinops,Especie,CS1654
T1655,Válido, Pristimantis delicatus,Especie,CS1655
T1656,Válido, Pristimantis diaphonus,Especie,CS1656
T1657,Válido, Pristimantis diogenes,Especie,CS1657
T1658,Válido, Pristimantis dorado,Especie,CS1658
T1659,Válido, Pristimantis dorsopictus,Especie,CS1659
T1660,Válido, Pristimantis duellmani,Especie,CS1660
T1661,Válido, Pristimantis duende,Especie,CS1661
T1662,Válido, Pristimantis elegans,Especie,CS1662
T1663,Válido, Pristimantis eremitus,Especie,CS1663
T1664,Válido, Pristimantis eriphus,Especie,CS1664
T1665,Válido, Pristimantis fallax,Especie,CS1665
T1666,Válido, Pristimantis gladiator,Especie,CS1666
T1667,Válido, Pristimantis gracilis,Especie,CS1667
T1668,Válido, Pristimantis grandiceps,Especie,CS1668
T1669,Válido, Pristimantis hectus,Especie,CS1669
T1670,Válido, Pristimantis helvolus,Especie,CS1670
T1671,Válido, Pristimantis hernandezi,Especie,CS1671
T1672,Válido, Pristimantis hybotragus,Especie,CS1672
T1673,Válido, Pristimantis jaimei,Especie,CS1673
T1674,Válido, Pristimantis johannesdei,Especie,CS1674
T1675,Válido, Pristimantis jorgevelosai,Especie,CS1675
T1676,Válido, Pristimantis juanchoi,Especie,CS1676
T1677,Válido, Pristimantis kelephus,Especie,CS1677
T1678,Válido, Pristimantis lasalleorum,Especie,CS1678
T1679,Válido, Pristimantis laticlavius,Especie,CS1679
T1680,Válido, Pristimantis lemur,Especie,CS1680
T1681,Válido, Pristimantis leopardus,Especie,CS1681
T1682,Válido, Pristimantis leucopus,Especie,CS1682
T1683,Válido, Pristimantis lichenoides,Especie,CS1683
T1684,Válido, Pristimantis loustes,Especie,CS1684
T1685,Válido, Pristimantis lutitus,Especie,CS1685
T1686,Válido, Pristimantis maculosus,Especie,CS1686
T1687,Válido, Pristimantis mars,Especie,CS1687
T1688,Válido, Pristimantis merostictus,Especie,CS1688
T1689,Válido, Pristimantis mnionaetes,Especie,CS1689
T1690,Válido, Pristimantis molybrignus,Especie,CS1690
T1691,Válido, Pristimantis myops,Especie,CS1691
T1692,Válido, Pristimantis ocellatus,Especie,CS1692
T1693,Válido, Pristimantis parectatus,Especie,CS1693
T1694,Válido, Pristimantis phalarus,Especie,CS1694
T1695,Válido, Pristimantis phragmipleuron,Especie,CS1695
T1696,Válido, Pristimantis platychilus,Especie,CS1696
T1697,Válido, Pristimantis polemistes,Especie,CS1697
T1698,Válido, Pristimantis polychrus,Especie,CS1698
T1699,Válido, Pristimantis ptochus,Especie,CS1699
T1700,Válido, Pristimantis pugnax,Especie,CS1700
T1701,Válido, Pristimantis quantus,Especie,CS1701
T1702,Válido, Pristimantis quinquagesimus,Especie,CS1702
T1703,Válido, Pristimantis racemus,Especie,CS1703
T1704,Sinónimo, Pristimantis reclusas,Especie,CS1704
T1705,Válido, Pristimantis renjiforum,Especie,CS1705
T1706,Válido, Pristimantis repens,Especie,CS1706
T1707,Válido, Pristimantis rivasi,Especie,CS1707
T1708,Válido, Pristimantis rosadoi,Especie,CS1708
T1709,Válido, Pristimantis ruedai,Especie,CS1709
T1710,Válido, Pristimantis ruthveni,Especie,CS1710
T1711,Válido, Pristimantis satagius,Especie,CS1711
T1712,Válido, Pristimantis scoloblepharus,Especie,CS1712
T1713,Válido, Pristimantis scolodiscus,Especie,CS1713
T1714,Válido, Pristimantis signifer,Especie,CS1714
T1715,Válido, Pristimantis silverstonei,Especie,CS1715
T1716,Válido, Pristimantis simoteriscus,Especie,CS1716
T1717,Válido, Pristimantis siopelus,Especie,CS1717
T1718,Válido, Pristimantis spilogaster,Especie,CS1718
T1719,Válido, Pristimantis suetus,Especie,CS1719
T1720,Válido, Pristimantis sulculus,Especie,CS1720
T1721,Válido, Pristimantis supernatis,Especie,CS1721
T1722,Válido, Pristimantis susaguae,Especie,CS1722
T1723,Válido, Pristimantis tamsitti,Especie,CS1723
T1724,Válido, Pristimantis torrenticola,Especie,CS1724
T1725,Válido, Pristimantis tribulosus,Especie,CS1725
T1726,Válido, Pristimantis uisae,Especie,CS1726
T1727,Válido, Pristimantis veletis,Especie,CS1727
T1728,Válido, Pristimantis viridicans,Especie,CS1728
T1729,Válido, Pristimantis viridis,Especie,CS1729
T1730,Válido, Pristimantis xeniolum,Especie,CS1730
T1731,Válido, Pristimantis xestus,Especie,CS1731
T1732,Válido, Pristimantis xylochobates,Especie,CS1732
T1733,Válido, Pristimantis zoilae,Especie,CS1733
T1734,Válido, Strabomantis anatipes,Especie,CS1734
T1735,Válido, Strabomantis bufoniformis,Especie,CS1735
T1736,Válido, Strabomantis cadenai,Especie,CS1736
T1737,Válido, Strabomantis cheiroplethus,Especie,CS1737
T1738,Válido, Strabomantis cornutus,Especie,CS1738
T1739,Válido, Strabomantis ingeri,Especie,CS1739
T1740,Válido, Strabomantis necerus,Especie,CS1740
T1741,Válido, Strabomantis necopinus,Especie,CS1741
T1742,Válido, Strabomantis ruizi,Especie,CS1742
T1743,Válido, Tachiramantis douglasi,Especie,CS1743
T1744,Válido, Tachiramantis lentiginosus,Especie,CS1744
T1745,Válido, Andinobates bombetes,Especie,CS1745
T1746,Válido, Andinobates cassidyhornae,Especie,CS1746
T1747,Válido, Andinobates daleswansoni,Especie,CS1747
T1748,Válido, Andinobates dorisswansonae,Especie,CS1748
T1749,Válido, Andinobates opisthomelas,Especie,CS1749
T1750,Válido, Andinobates tolimense,Especie,CS1750
T1751,Válido, Andinobates victimatus,Especie,CS1751
T1752,Válido, Andinobates viridis,Especie,CS1752
T1753,Válido, Andinobates virolinensis,Especie,CS1753
T1754,Válido, Colostethus agilis,Especie,CS1754
T1755,Válido, Colostethus imbricolus,Especie,CS1755
T1756,Válido, Colostethus latinasus,Especie,CS1756
T1757,Válido, Colostethus mertensi,Especie,CS1757
T1758,Válido, Colostethus thorntoni,Especie,CS1758
T1759,Válido, Colostethus ucumari,Especie,CS1759
T1760,Válido, Ectopoglossus atopoglossus,Especie,CS1760
T1761,Válido, Ectopoglossus lacrimosus,Especie,CS1761
T1762,Válido, Hyloxalus abditaurantius,Especie,CS1762
T1763,Válido, Hyloxalus chocoensis,Especie,CS1763
T1764,Válido, Hyloxalus edwardsi,Especie,CS1764
T1765,Válido, Hyloxalus fascianigrus,Especie,CS1765
T1766,Válido, Hyloxalus pinguis,Especie,CS1766
T1767,Válido, Hyloxalus ramosi,Especie,CS1767
T1768,Válido, Hyloxalus ruizi,Especie,CS1768
T1769,Válido, Hyloxalus vergeli,Especie,CS1769
T1770,Válido, Leucostethus ramirezi,Especie,CS1770
T1771,Válido, Oophaga anchicayensis,Especie,CS1771
T1772,Válido, Oophaga andresi,Especie,CS1772
T1773,Válido, Oophaga histrionica,Especie,CS1773
T1774,Válido, Oophaga lehmanni,Especie,CS1774
T1775,Válido, Oophaga occultator,Especie,CS1775
T1776,Válido, Oophaga solanensis,Especie,CS1776
T1777,Válido, Paruwrobates andina,Especie,CS1777
T1778,Válido, Phyllobates bicolor,Especie,CS1778
T1779,Válido, Phyllobates terribilis,Especie,CS1779
T1780,Válido, Silverstoneia dalyi,Especie,CS1780
T1781,Válido, Silverstoneia erasmios,Especie,CS1781
T1782,Válido, Silverstoneia nubicola,Especie,CS1782
T1783,Válido, Silverstoneia punctiventris,Especie,CS1783
T1784,Válido, Diasporus anthrax,Especie,CS1784
T1785,Válido, Cryptobatrachus boulengeri,Especie,CS1785
T1786,Válido, Cryptobatrachus pedroruizi,Especie,CS1786
T1787,Válido, Cryptobatrachus ruthveni,Especie,CS1787
T1788,Válido, Gastrotheca angustifrons,Especie,CS1788
T1789,Válido, Gastrotheca antomia,Especie,CS1789
T1790,Válido, Gastrotheca aureomaculata,Especie,CS1790
T1791,Válido, Gastrotheca bufona,Especie,CS1791
T1792,Válido, Gastrotheca cornuta,Especie,CS1792
T1793,Válido, Gastrotheca dendronastes,Especie,CS1793
T1794,Válido, Gastrotheca espeletia,Especie,CS1794
T1795,Válido, Gastrotheca helenae,Especie,CS1795
T1796,Válido, Gastrotheca orophylax,Especie,CS1796
T1797,Válido, Gastrotheca trachyceps,Especie,CS1797
T1798,Válido, Hemiphractus johnsoni,Especie,CS1798
T1799,Válido, Hyloscirtus japreria,Especie,CS1799
T1800,Válido, Hyloscirtus antioquia,Especie,CS1800
T1801,Válido, Hyloscirtus callipeza,Especie,CS1801
T1802,Válido, Hyloscirtus caucanus,Especie,CS1802
T1803,Válido, Hyloscirtus denticulentus,Especie,CS1803
T1804,Válido, Hyloscirtus lynchi,Especie,CS1804
T1805,Válido, Hyloscirtus pantostictus,Especie,CS1805
T1806,Válido, Hyloscirtus piceigularis,Especie,CS1806
T1807,Válido, Hyloscirtus platydactylus,Especie,CS1807
T1808,Válido, Hyloscirtus psarolaimus,Especie,CS1808
T1809,Válido, Hyloscirtus sarampiona,Especie,CS1809
T1810,Válido, Hyloscirtus simmonsi,Especie,CS1810
T1811,Válido, Hyloscirtus tigrinus,Especie,CS1811
T1812,Válido, Hyloscirtus torrenticola,Especie,CS1812
T1813,Válido, Agalychnis lemur,Especie,CS1813
T1814,Válido, Callimedusa perinesos,Especie,CS1814
T1815,Válido, Epicrionops columbianus,Especie,CS1815
T1816,Válido, Epicrionops parkeri,Especie,CS1816
T1817,Válido, Anolis calimae,Especie,CS1817
T1818,Válido, Anolis inderenae,Especie,CS1818
T1819,Válido, Anolis ruizii,Especie,CS1819
T1820,Válido, Atractus nicefori,Especie,CS1820
T1821,Válido, Atractus orcesi,Especie,CS1821
T1822,Válido, Atractus punctiventris,Especie,CS1822
T1823,Válido, Coniophanes andresensis,Especie,CS1823
T1824,Válido, Dendrophidion boshelli,Especie,CS1824
T1825,Válido, Saphenophis sneiderni,Especie,CS1825
T1826,Válido, Synophis plectovertebralis,Especie,CS1826
T1827,Válido, Micrurus medemi,Especie,CS1827
T1828,Válido, Micrurus sangilensis,Especie,CS1828
T1829,Válido, Alopoglossus danieli,Especie,CS1829
T1830,Válido, Anadia antioquensis,Especie,CS1830
T1831,Válido, Anadia bogotensis,Especie,CS1831
T1832,Válido, Anadia pamplonensis,Especie,CS1832
T1833,Válido, Andinosaura laevis,Especie,CS1833
T1834,Válido, Riama columbiana,Especie,CS1834
T1835,Válido, Riama simotera,Especie,CS1835
T1836,Válido, Enyalioides oshaughnessyi,Especie,CS1836
T1837,Válido, Enyalioides annularis,Especie,CS1837
T1838,Válido, Enyalioides groi,Especie,CS1838
T1839,Válido, Aristelliger georgeensis,Especie,CS1839
T1840,Válido, Lepidoblepharis miyatai,Especie,CS1840
T1841,Válido, Lepidoblepharis williamsi,Especie,CS1841
T1842,Válido, Bothrocophias campbelli,Especie,CS1842
T1843,Válido, Mesoclemmys dahli,Especie,CS1843
T1844,Válido, Caretta caretta,Especie,CS1844
T1845,Válido, Chelonia mydas,Especie,CS1845
T1846,Válido, Eretmochelys imbricata,Especie,CS1846
T1847,Válido, Lepidochelys olivacea,Especie,CS1847
T1848,Válido, Dermochelys coriacea,Especie,CS1848
T1849,Válido, Rhinoclemmys diademata,Especie,CS1849
T1850,Válido, Kinosternon dunni,Especie,CS1850
T1851,Válido, Podocnemis erythrocephala,Especie,CS1851
T1852,Válido, Podocnemis expansa,Especie,CS1852
T1853,Válido, Podocnemis lewyana,Especie,CS1853
T1854,Válido, Podocnemis unifilis,Especie,CS1854
T1855,Válido, Chelonoidis carbonarius,Especie,CS1855
T1856,Válido, Melanosuchus niger,Especie,CS1856
T1857,Válido, Crocodylus acutus,Especie,CS1857
T1858,Válido, Crocodylus intermedius,Especie,CS1858
T1859,Válido, Crypturellus kerriae,Especie,CS1859
T1860,Válido, Tinamus osgoodi,Especie,CS1860
T1861,Válido, Anas georgica,Especie,CS1861
T1862,Válido, Netta erythrophthalma,Especie,CS1862
T1863,Válido, Oressochen jubatus,Especie,CS1863
T1864,Válido, Oxyura jamaicensis,Especie,CS1864
T1865,Válido, Sarkidiornis sylvicola,Especie,CS1865
T1866,Válido, Spatula cyanoptera | Actualización nomenclatural,Especie,CS1866
T1867,Válido, Chauna chavaria,Especie,CS1867
T1868,Válido, Crax alberti,Especie,CS1868
T1869,Válido, Crax daubentoni,Especie,CS1869
T1870,Válido, Crax globulosa,Especie,CS1870
T1871,Válido, Crax rubra,Especie,CS1871
T1872,Válido, Pauxi pauxi,Especie,CS1872
T1873,Válido, Penelope ortoni,Especie,CS1873
T1874,Válido, Penelope perspicax,Especie,CS1874
T1875,Válido, Odontophorus dialeucos,Especie,CS1875
T1876,Válido, Odontophorus melanonotus,Especie,CS1876
T1877,Válido, Odontophorus strophium,Especie,CS1877
T1878,Válido, Podiceps occipitalis,Especie,CS1878
T1879,Válido, Phoenicopterus ruber,Especie,CS1879
T1880,Válido, Sula granti,Especie,CS1880
T1881,Válido, Sula leucogaster,Especie,CS1881
T1882,Válido, Egretta rufescens,Especie,CS1882
T1883,Válido, Vultur gryphus,Especie,CS1883
T1884,Válido, Buteogallus solitarius,Especie,CS1884
T1885,Válido, Circus cinereus,Especie,CS1885
T1886,Válido, Spizaetus isidori,Especie,CS1886
T1887,Válido, Porphyriops melanops,Especie,CS1887
T1888,Válido, Rallus semiplumbeus,Especie,CS1888
T1889,Válido, Creagrus furcatus,Especie,CS1889
T1890,Válido, Leptotila conoveri,Especie,CS1890
T1891,Válido, Leptotila jamaicensis,Especie,CS1891
T1892,Válido, Zentrygon goldmani,Especie,CS1892
T1893,Válido, Neomorphus radiolosus,Especie,CS1893
T1894,Válido, Glaucidium nubicola,Especie,CS1894
T1895,Válido, Anthocephala berlepschi,Especie,CS1895
T1896,Válido, Anthocephala floriceps,Especie,CS1896
T1897,Válido, Campylopterus phainopeplus,Especie,CS1897
T1898,Válido, Chrysuronia lilliae | Actualización nomenclatural,Especie,CS1898
T1899,Válido, Coeligena orina,Especie,CS1899
T1900,Válido, Eriocnemis godini,Especie,CS1900
T1901,Válido, Eriocnemis isabellae,Especie,CS1901
T1902,Válido, Eriocnemis mirabilis,Especie,CS1902
T1903,Válido, Goldmania bella | Actualización nomenclatural,Especie,CS1903
T1904,Válido, Oxypogon cyanolaemus,Especie,CS1904
T1905,Válido, Oxypogon stubelii,Especie,CS1905
T1906,Válido, Saucerottia castaneiventris | Actualización nomenclatural,Especie,CS1906
T1907,Válido, Galbula pastazae,Especie,CS1907
T1908,Válido, Capito hypoleucus,Especie,CS1908
T1909,Válido, Capito squamatus,Especie,CS1909
T1910,Válido, Veniliornis callonotus,Especie,CS1910
T1911,Válido, Campephilus gayaquilensis,Especie,CS1911
T1912,Válido, Andigena hypoglauca,Especie,CS1912
T1913,Válido, Andigena laminirostris,Especie,CS1913
T1914,Válido, Micrastur plumbeus,Especie,CS1914
T1915,Válido, Ara ambiguus,Especie,CS1915
T1916,Válido, Ara militaris,Especie,CS1916
T1917,Válido, Bolborhynchus ferrugineifrons,Especie,CS1917
T1918,Válido, Hapalopsittaca amazonina,Especie,CS1918
T1919,Válido, Hapalopsittaca fuertesi,Especie,CS1919
T1920,Válido, Leptosittaca branickii,Especie,CS1920
T1921,Válido, Ognorhynchus icterotis,Especie,CS1921
T1922,Válido, Pionus fuscus,Especie,CS1922
T1923,Válido, Pyrrhura calliptera,Especie,CS1923
T1924,Válido, Pyrrhura viridicata,Especie,CS1924
T1925,Válido, Touit stictopterus,Especie,CS1925
T1926,Válido, Eremophila alpestris,Especie,CS1926
T1927,Válido, Cardinalis phoeniceus,Especie,CS1927
T1928,Válido, Cyanolyca pulchra,Especie,CS1928
T1929,Válido, Ampelion rufaxilla,Especie,CS1929
T1930,Válido, Cephalopterus penduliger,Especie,CS1930
T1931,Válido, Doliornis remseni,Especie,CS1931
T1932,Válido, Lipaugus weberi,Especie,CS1932
T1933,Válido, Pyroderus scutatus,Especie,CS1933
T1934,Válido, Ammodramus savannarum,Especie,CS1934
T1935,Válido, Arremon schlegeli,Especie,CS1935
T1936,Válido, Atlapetes blancae,Especie,CS1936
T1937,Válido, Atlapetes flaviceps,Especie,CS1937
T1938,Válido, Atlapetes fuscoolivaceus,Especie,CS1938
T1939,Válido, Bangsia flavovirens | Actualización nomenclatural,Especie,CS1939
T1940,Válido, Chlorospingus inornatus,Especie,CS1940
T1941,Válido, Spinus cucullatus,Especie,CS1941
T1942,Válido, Asthenes perijana,Especie,CS1942
T1943,Válido, Clibanornis rufipectus,Especie,CS1943
T1944,Válido, Margarornis bellulus,Especie,CS1944
T1945,Válido, Grallaria alleni,Especie,CS1945
T1946,Válido, Grallaria bangsi,Especie,CS1946
T1947,Válido, Grallaria gigantea,Especie,CS1947
T1948,Válido, Grallaria kaestneri,Especie,CS1948
T1949,Válido, Grallaria milleri,Especie,CS1949
T1950,Válido, Grallaria rufocinerea,Especie,CS1950
T1951,Válido, Grallaria urraoensis,Especie,CS1951
T1952,Válido, Hypopyrrhus pyrohypogaster,Especie,CS1952
T1953,Válido, Icterus icterus,Especie,CS1953
T1954,Válido, Icterus leucopteryx,Especie,CS1954
T1955,Válido, Macroagelaius subalaris,Especie,CS1955
T1956,Válido, Psarocolius cassini,Especie,CS1956
T1957,Válido, Basileuterus ignotus,Especie,CS1957
T1958,Válido, Myiothlypis basilica,Especie,CS1958
T1959,Válido, Myiothlypis conspicillata,Especie,CS1959
T1960,Válido, Setophaga cerulea,Especie,CS1960
T1961,Válido, Chloropipo flavicapilla,Especie,CS1961
T1962,Válido, Scytalopus canus,Especie,CS1962
T1963,Válido, Scytalopus panamensis,Especie,CS1963
T1964,Válido, Scytalopus perijanus,Especie,CS1964
T1965,Válido, Scytalopus rodriguezi,Especie,CS1965
T1966,Válido, Scytalopus sanctaemartae,Especie,CS1966
T1967,Válido, Scytalopus stilesi,Especie,CS1967
T1968,Válido, Clytoctantes alixii,Especie,CS1968
T1969,Válido, Dysithamnus occidentalis,Especie,CS1969
T1970,Válido, Xenornis setifrons,Especie,CS1970
T1971,Válido, Bangsia aureocincta,Especie,CS1971
T1972,Válido, Bangsia melanochlamys,Especie,CS1972
T1973,Válido, Chlorochrysa nitidissima,Especie,CS1973
T1974,Válido, Creurgops verticalis,Especie,CS1974
T1975,Válido, Dacnis berlepschi,Especie,CS1975
T1976,Válido, Dacnis hartlaubi,Especie,CS1976
T1977,Válido, Diglossa gloriosissima,Especie,CS1977
T1978,Válido, Saltator cinctus,Especie,CS1978
T1979,Válido, Tangara fucosa,Especie,CS1979
T1980,Válido, Tephrophilus wetmorei | Actualización nomenclatural,Especie,CS1980
T1981,Válido, Cistothorus apolinari,Especie,CS1981
T1982,Válido, Henicorhina negreti,Especie,CS1982
T1983,Válido, Thryophilus nicefori,Especie,CS1983
T1984,Válido, Thryophilus sernai,Especie,CS1984
T1985,Válido, Troglodytes monticola,Especie,CS1985
T1986,Válido, Myadestes coloratus,Especie,CS1986
T1987,Válido, Attila torridus,Especie,CS1987
T1988,Válido, Muscisaxicola maculirostris,Especie,CS1988
T1989,Válido, Myiotheretes pernix,Especie,CS1989
T1990,Válido, Phylloscartes lanyoni,Especie,CS1990
T1991,Válido, Polystictus pectoralis,Especie,CS1991
T1992,Válido, Pseudocolopteryx acutipennis,Especie,CS1992
T1993,Válido, Vireo approximans | Actualización nomenclatural,Especie,CS1993
T1994,Válido, Vireo caribaeus,Especie,CS1994
T1995,Válido, Vireo masteri,Especie,CS1995
T1996,Válido, Marmosops handleyi,Especie,CS1996
T1997,Válido, Caenolestes convelatus | Nuevo taxón incluido,Especie,CS1997
T1998,Válido, Saccopteryx antioquensis | Nuevo taxón incluido,Especie,CS1998
T1999,Válido, Lonchorhina marinkellei | Nuevo taxón incluido,Especie,CS1999
T2000,Válido, Trichechus inunguis,Especie,CS2000
T2001,Válido, Trichechus manatus,Especie,CS2001
T2002,Válido, Lycalopex culpaeus,Especie,CS2002
T2003,Válido, Leopardus tigrinus,Especie,CS2003
T2004,Válido, Panthera onca,Especie,CS2004
T2005,Válido, Lontra longicaudis,Especie,CS2005
T2006,Válido, Pteronura brasiliensis,Especie,CS2006
T2007,Válido, Tremarctos ornatus,Especie,CS2007
T2008,Válido, Tapirus pinchaque,Especie,CS2008
T2009,Válido, Balaenoptera borealis,Especie,CS2009
T2010,Válido, Balaenoptera musculus,Especie,CS2010
T2011,Válido, Balaenoptera physalus,Especie,CS2011
T2012,Válido, Megaptera novaeangliae,Especie,CS2012
T2013,Válido, Sotalia fluviatilis | Pasa de VU a EN,Especie,CS2013
T2014,Válido, Inia geoffrensis | Pasa de VU a EN,Especie,CS2014
T2015,Válido, Physeter macrocephalus,Especie,CS2015
T2016,Válido, Aotus brumbacki,Especie,CS2016
T2017,Válido, Aotus griseimembra,Especie,CS2017
T2018,Válido, Aotus lemurinus,Especie,CS2018
T2019,Válido, Aotus zonalis,Especie,CS2019
T2020,Válido, Ateles hybridus,Especie,CS2020
T2021,Válido, Callimico goeldii,Especie,CS2021
T2022,Válido, Saguinus leucopus,Especie,CS2022
T2023,Válido, Saguinus oedipus,Especie,CS2023
T2024,Válido, Cebus malitiosus,Especie,CS2024
T2025,Válido, Cebus versicolor,Especie,CS2025
T2026,Válido, Cheracebus medemi,Especie,CS2026
T2027,Válido, Pithecia milleri,Especie,CS2027
T2028,Válido, Plecturocebus caquetensis,Especie,CS2028
T2029,Válido, Plecturocebus discolor,Especie,CS2029
T2030,Válido, Plecturocebus ornatus,Especie,CS2030
T2031,Válido, Thomasomys bombycinus | Nuevo taxón incluido,Especie,CS2031
T2032,Válido, Thomasomys monochromos | Nuevo taxón incluido,Especie,CS2032
T2033,Válido, Santamartamys rufodorsalis | Nuevo taxón incluido,Especie,CS2033
T2034,Válido, Dinomys branickii | Mantiene categoría Resolución 1912 de 2017,Especie,CS2034
T2035,Válido, Coendou vestitus | Mantiene categoría Resolución 1912 de 2017,Especie,CS2035
T2036,Aceptado, Lepanthes golondrina | Archivo revisión IAvH,Especie,CS2036
T2037,Aceptado, Miconia jentaculorum | Archivo revisión IAvH,Especie,CS2037
T2038,Aceptado, Pitcairnia exserta | Archivo revisión IAvH,Especie,CS2038
T2039,Aceptado, Salvia cuatrecasana | Mantiene categoría Resolución 1912 de 2017 | Archivo revisión IAvH,Especie,CS2039
T2040,Válido, Alouatta palliata,Especie,CS2040
T2041,Válido, Anotomys leander,Especie,CS2041
T2042,Válido, Aotus nancymaae,Especie,CS2042
T2043,Válido, Ateles belzebuth | Mantiene categoría Resolución 1912 de 2017,Especie,CS2043
T2044,Válido, Ateles fusciceps,Especie,CS2044
T2045,Válido, Bassaricyon neblina,Especie,CS2045
T2046,Válido, Cabassous unicinctus,Especie,CS2046
T2047,Válido, Cebuella pygmaea,Especie,CS2047
T2048,Válido, Cebus capucinus,Especie,CS2048
T2049,Válido, Chilonatalus micropus,Especie,CS2049
T2050,Válido, Dasypus sabanicola,Especie,CS2050
T2051,Válido, Gracilinanus dryas,Especie,CS2051
T2052,Válido, Hydrochoerus isthmius,Especie,CS2052
T2053,Válido, Lagothrix lagothricha,Especie,CS2053
T2054,Válido, Leptonycteris curasoae,Especie,CS2054
T2055,Válido, Lonchorhina orinocensis,Especie,CS2055
T2056,Válido, Marmosa xerophila,Especie,CS2056
T2057,Válido, Mazama rufina,Especie,CS2057
T2058,Válido, Neogale felipei | Sinónimo Mustela felipei,Especie,CS2058
T2059,Válido, Myrmecophaga tridactyla,Especie,CS2059
T2060,Válido, Priodontes maximus,Especie,CS2060
T2061,Válido, Pudu mephistophiles,Especie,CS2061
T2062,Válido, Sotalia guianensis,Especie,CS2062
T2063,Válido, Tapirus bairdii,Especie,CS2063
T2064,Válido, Tapirus terrestris,Especie,CS2064
T2065,Válido, Tayassu pecari,Especie,CS2065
T2066,Válido, Thomasomys hylophilus,Especie,CS2066
T2067,Válido, Neoplatymops mattogrossensis,Especie,CS2067
T2068,Válido, Natalus mexicanus,Especie,CS2068
T2069,Válido, Cheracebus lucifer,Especie,CS2069
T2070,Aceptado, Gustavia nana subsp. nana,Subespecie,CS2070
T2071,Sinónimo, Gustavia speciosa subsp. occidentalis,Subespecie,CS2071
T2072,Aceptado, Salvia amethystina subsp. sumapacis,Subespecie,CS2072
T2073,Aceptado, Salvia amethystina subsp. vetasiana,Subespecie,CS2073
T2074,Sinónimo, Salvia aratocensis subsp. suratensis,Subespecie,CS2074
T2075,Aceptado, Salvia camarifolia subsp. camarifolia,Subespecie,CS2075
T2076,Aceptado, Salvia camarifolia subsp. ibiricensis,Subespecie,CS2076
T2077,Aceptado, Salvia cyanocephala subsp. cyanocephala,Subespecie,CS2077
T2078,Aceptado, Salvia cyanocephala subsp. macrostigmantha,Subespecie,CS2078
T2079,Aceptado, Salvia de pauciserrata subsp. lasiocalycina,Subespecie,CS2079
T2080,Aceptado, Salvia erythrostoma subsp. erythrostoma,Subespecie,CS2080
T2081,Aceptado, Salvia erythrostoma subsp. isabelina,Subespecie,CS2081
T2082,Aceptado, Salvia gachantivana subsp. gachantivana,Subespecie,CS2082
T2083,Aceptado, Salvia melaleuca subsp. melaleuca,Subespecie,CS2083
T2084,Aceptado, Salvia melaleuca subsp. totensis,Subespecie,CS2084
T2085,Aceptado, Salvia orthostachys subsp. orthostachys,Subespecie,CS2085
T2086,Aceptado, Salvia orthostachys subsp. soatensis,Subespecie,CS2086
