Especies Amenazadas,,
CODIGO INTERESPECIFIDAD,ID NOMENCLATURA,ESTADO DE AMENAZA
1468,ICZN,VU
1469,ICZN,VU
1470,ICZN,CR
1471,ICZN,VU
1472,ICZN,VU
1473,ICZN,VU
1474,ICZN,VU
1475,ICZN,VU
1476,ICZN,VU
1477,ICZN,VU
1478,ICZN,VU
1479,ICZN,VU
1480,ICZN,VU
1481,ICZN,VU
1482,ICZN,VU
1483,ICZN,VU
1484,ICZN,CR
1485,ICZN,VU
1486,ICZN,VU
1487,ICZN,VU
1488,ICZN,VU
1489,ICZN,VU
1490,ICZN,VU
1491,ICZN,CR
1492,ICZN,VU
1493,ICZN,VU
1494,ICZN,VU
1495,ICZN,VU
1496,ICZN,VU
1497,ICZN,VU
1498,ICZN,VU
1499,ICZN,VU
1500,ICZN,VU
1501,ICZN,VU
1502,ICZN,VU
1503,ICZN,VU
1504,ICZN,VU
1505,ICZN,VU
1506,ICZN,VU
1507,ICZN,VU
1508,ICZN,EN
1509,ICZN,VU
1510,ICZN,VU
1511,ICZN,VU
1512,ICZN,EN
1513,ICZN,EN
1514,ICZN,EN
1515,ICZN,VU
1516,ICZN,VU
1517,ICZN,VU
1518,ICZN,CR
1519,ICZN,CR
1520,ICZN,VU
1521,ICZN,VU
1522,ICZN,VU
1523,ICZN,VU
1524,ICZN,VU
1525,ICZN,VU
1526,ICZN,EN
1527,ICZN,CR
1528,ICZN,VU
1529,ICZN,VU
1530,ICZN,EN
1531,ICZN,CR
1532,ICZN,EN
1533,ICZN,EN
1534,ICZN,EN
1535,ICZN,EN
1536,ICZN,VU
1537,ICZN,EN
1538,ICZN,EN
1539,ICZN,EN
1540,ICZN,CR
1541,ICZN,CR
1542,ICZN,CR
1543,ICZN,CR
1544,ICZN,EN
1545,ICZN,CR
1546,ICZN,CR
1547,ICZN,EN
1548,ICZN,CR
1549,ICZN,CR
1550,ICZN,CR
1551,ICZN,CR
1552,ICZN,CR
1553,ICZN,EN
1554,ICZN,EN
1555,ICZN,EN
1556,ICZN,EN
1557,ICZN,CR
1558,ICZN,EN
1559,ICZN,CR
1560,ICZN,CR
1561,ICZN,EN
1562,ICZN,CR
1563,ICZN,CR
1564,ICZN,CR
1565,ICZN,CR
1566,ICZN,CR
1567,ICZN,CR
1568,ICZN,CR
1569,ICZN,CR
1570,ICZN,CR
1571,ICZN,CR
1572,ICZN,CR
1573,ICZN,CR
1574,ICZN,VU
1575,ICZN,VU
1576,ICZN,VU
1577,ICZN,CR
1578,ICZN,CR
1579,ICZN,EN
1580,ICZN,EN
1581,ICZN,EN
1582,ICZN,EN
1583,ICZN,VU
1584,ICZN,EN
1585,ICZN,CR
1586,ICZN,VU
1587,ICZN,EN
1588,ICZN,EN
1589,ICZN,EN
1590,ICZN,CR
1591,ICZN,VU
1592,ICZN,EN
1593,ICZN,EN
1594,ICZN,EN
1595,ICZN,VU
1596,ICZN,EN
1597,ICZN,EN
1598,ICZN,VU
1599,ICZN,VU
1600,ICZN,EN
1601,ICZN,VU
1602,ICZN,EN
1603,ICZN,VU
1604,ICZN,CR
1605,ICZN,EN
1606,ICZN,EN
1607,ICZN,VU
1608,ICZN,EN
1609,ICZN,EN
1610,ICZN,EN
1611,ICZN,VU
1612,ICZN,VU
1613,ICZN,VU
1614,ICZN,VU
1615,ICZN,EN
1616,ICZN,VU
1617,ICZN,CR
1618,ICZN,EN
1619,ICZN,EN
1620,ICZN,EN
1621,ICZN,VU
1622,ICZN,VU
1623,ICZN,VU
1624,ICZN,EN
1625,ICZN,EN
1626,ICZN,EN
1627,ICZN,EN
1628,ICZN,EN
1629,ICZN,CR
1630,ICZN,EN
1631,ICZN,VU
1632,ICZN,EN
1633,ICZN,EN
1634,ICZN,EN
1635,ICZN,EN
1636,ICZN,EN
1637,ICZN,CR
1638,ICZN,VU
1639,ICZN,CR
1640,ICZN,VU
1641,ICZN,EN
1642,ICZN,CR
1643,ICZN,EN
1644,ICZN,EN
1645,ICZN,EN
1646,ICZN,VU
1647,ICZN,CR
1648,ICZN,VU
1649,ICZN,VU
1650,ICZN,EN
1651,ICZN,EN
1652,ICZN,EN
1653,ICZN,EN
1654,ICZN,CR
1655,ICZN,EN
1656,ICZN,CR
1657,ICZN,CR
1658,ICZN,EN
1659,ICZN,VU
1660,ICZN,VU
1661,ICZN,VU
1662,ICZN,VU
1663,ICZN,VU
1664,ICZN,VU
1665,ICZN,VU
1666,ICZN,VU
1667,ICZN,VU
1668,ICZN,EN
1669,ICZN,VU
1670,ICZN,EN
1671,ICZN,EN
1672,ICZN,EN
1673,ICZN,CR
1674,ICZN,VU
1675,ICZN,EN
1676,ICZN,VU
1677,ICZN,CR
1678,ICZN,EN
1679,ICZN,VU
1680,ICZN,VU
1681,ICZN,VU
1682,ICZN,EN
1683,ICZN,CR
1684,ICZN,EN
1685,ICZN,EN
1686,ICZN,VU
1687,ICZN,CR
1688,ICZN,VU
1689,ICZN,EN
1690,ICZN,CR
1691,ICZN,EN
1692,ICZN,EN
1693,ICZN,EN
1694,ICZN,EN
1695,ICZN,CR
1696,ICZN,VU
1697,ICZN,CR
1698,ICZN,VU
1699,ICZN,EN
1700,ICZN,CR
1701,ICZN,EN
1702,ICZN,VU
1703,ICZN,VU
1704,ICZN,CR
1705,ICZN,EN
1706,ICZN,EN
1707,ICZN,VU
1708,ICZN,VU
1709,ICZN,VU
1710,ICZN,EN
1711,ICZN,EN
1712,ICZN,EN
1713,ICZN,VU
1714,ICZN,CR
1715,ICZN,VU
1716,ICZN,EN
1717,ICZN,VU
1718,ICZN,CR
1719,ICZN,VU
1720,ICZN,VU
1721,ICZN,VU
1722,ICZN,EN
1723,ICZN,VU
1724,ICZN,CR
1725,ICZN,CR
1726,ICZN,VU
1727,ICZN,CR
1728,ICZN,EN
1729,ICZN,EN
1730,ICZN,VU
1731,ICZN,VU
1732,ICZN,CR
1733,ICZN,EN
1734,ICZN,VU
1735,ICZN,EN
1736,ICZN,CR
1737,ICZN,EN
1738,ICZN,VU
1739,ICZN,VU
1740,ICZN,CR
1741,ICZN,VU
1742,ICZN,EN
1743,ICZN,VU
1744,ICZN,EN
1745,ICZN,VU
1746,ICZN,VU
1747,ICZN,EN
1748,ICZN,VU
1749,ICZN,VU
1750,ICZN,VU
1751,ICZN,EN
1752,ICZN,CR
1753,ICZN,VU
1754,ICZN,EN
1755,ICZN,EN
1756,ICZN,CR
1757,ICZN,VU
1758,ICZN,VU
1759,ICZN,EN
1760,ICZN,CR
1761,ICZN,VU
1762,ICZN,CR
1763,ICZN,EN
1764,ICZN,CR
1765,ICZN,VU
1766,ICZN,EN
1767,ICZN,EN
1768,ICZN,CR
1769,ICZN,VU
1770,ICZN,EN
1771,ICZN,EN
1772,ICZN,EN
1773,ICZN,CR
1774,ICZN,CR
1775,ICZN,CR
1776,ICZN,VU
1777,ICZN,CR
1778,ICZN,EN
1779,ICZN,EN
1780,ICZN,EN
1781,ICZN,EN
1782,ICZN,VU
1783,ICZN,EN
1784,ICZN,VU
1785,ICZN,VU
1786,ICZN,EN
1787,ICZN,EN
1788,ICZN,CR
1789,ICZN,CR
1790,ICZN,EN
1791,ICZN,VU
1792,ICZN,EN
1793,ICZN,EN
1794,ICZN,EN
1795,ICZN,EN
1796,ICZN,VU
1797,ICZN,EN
1798,ICZN,EN
1799,ICZN,EN
1800,ICZN,VU
1801,ICZN,VU
1802,ICZN,EN
1803,ICZN,VU
1804,ICZN,CR
1805,ICZN,CR
1806,ICZN,EN
1807,ICZN,VU
1808,ICZN,VU
1809,ICZN,EN
1810,ICZN,VU
1811,ICZN,EN
1812,ICZN,VU
1813,ICZN,CR
1814,ICZN,EN
1815,ICZN,EN
1816,ICZN,VU
1817,ICZN,EN
1818,ICZN,CR
1819,ICZN,EN
1820,ICZN,VU
1821,ICZN,VU
1822,ICZN,EN
1823,ICZN,CR
1824,ICZN,CR
1825,ICZN,EN
1826,ICZN,CR
1827,ICZN,EN
1828,ICZN,VU
1829,ICZN,CR
1830,ICZN,VU
1831,ICZN,VU
1832,ICZN,EN
1833,ICZN,VU
1834,ICZN,EN
1835,ICZN,EN
1836,ICZN,VU
1837,ICZN,VU
1838,ICZN,EN
1839,ICZN,VU
1840,ICZN,EN
1841,ICZN,EN
1842,ICZN,VU
1843,ICZN,EN
1844,ICZN,CR
1845,ICZN,EN
1846,ICZN,CR
1847,ICZN,VU
1848,ICZN,CR
1849,ICZN,EN
1850,ICZN,VU
1851,ICZN,VU
1852,ICZN,CR
1853,ICZN,CR
1854,ICZN,EN
1855,ICZN,VU
1856,ICZN,VU
1857,ICZN,EN
1858,ICZN,CR
1859,ICZN,VU
1860,ICZN,EN
1861,ICZN,VU
1862,ICZN,CR
1863,ICZN,VU
1864,ICZN,EN
1865,ICZN,EN
1866,ICZN,EN
1867,ICZN,VU
1868,ICZN,CR
1869,ICZN,EN
1870,ICZN,EN
1871,ICZN,VU
1872,ICZN,EN
1873,ICZN,VU
1874,ICZN,EN
1875,ICZN,EN
1876,ICZN,EN
1877,ICZN,EN
1878,ICZN,CR
1879,ICZN,EN
1880,ICZN,VU
1881,ICZN,EN
1882,ICZN,VU
1883,ICZN,CR
1884,ICZN,CR
1885,ICZN,EN
1886,ICZN,EN
1887,ICZN,EN
1888,ICZN,EN
1889,ICZN,EN
1890,ICZN,VU
1891,ICZN,CR
1892,ICZN,VU
1893,ICZN,EN
1894,ICZN,VU
1895,ICZN,VU
1896,ICZN,VU
1897,ICZN,VU
1898,ICZN,EN
1899,ICZN,EN
1900,ICZN,CR
1901,ICZN,CR
1902,ICZN,EN
1903,ICZN,VU
1904,ICZN,EN
1905,ICZN,EN
1906,ICZN,EN
1907,ICZN,VU
1908,ICZN,EN
1909,ICZN,VU
1910,ICZN,EN
1911,ICZN,EN
1912,ICZN,VU
1913,ICZN,EN
1914,ICZN,EN
1915,ICZN,EN
1916,ICZN,VU
1917,ICZN,VU
1918,ICZN,VU
1919,ICZN,CR
1920,ICZN,VU
1921,ICZN,EN
1922,ICZN,EN
1923,ICZN,VU
1924,ICZN,EN
1925,ICZN,VU
1926,ICZN,EN
1927,ICZN,VU
1928,ICZN,VU
1929,ICZN,VU
1930,ICZN,EN
1931,ICZN,EN
1932,ICZN,CR
1933,ICZN,VU
1934,ICZN,EN
1935,ICZN,VU
1936,ICZN,CR
1937,ICZN,VU
1938,ICZN,VU
1939,ICZN,VU
1940,ICZN,VU
1941,ICZN,EN
1942,ICZN,EN
1943,ICZN,VU
1944,ICZN,VU
1945,ICZN,EN
1946,ICZN,VU
1947,ICZN,VU
1948,ICZN,EN
1949,ICZN,EN
1950,ICZN,VU
1951,ICZN,EN
1952,ICZN,VU
1953,ICZN,VU
1954,ICZN,CR
1955,ICZN,EN
1956,ICZN,EN
1957,ICZN,EN
1958,ICZN,EN
1959,ICZN,VU
1960,ICZN,VU
1961,ICZN,VU
1962,ICZN,EN
1963,ICZN,VU
1964,ICZN,VU
1965,ICZN,VU
1966,ICZN,VU
1967,ICZN,EN
1968,ICZN,VU
1969,ICZN,VU
1970,ICZN,VU
1971,ICZN,VU
1972,ICZN,VU
1973,ICZN,VU
1974,ICZN,VU
1975,ICZN,EN
1976,ICZN,VU
1977,ICZN,VU
1978,ICZN,VU
1979,ICZN,VU
1980,ICZN,VU
1981,ICZN,CR
1982,ICZN,VU
1983,ICZN,CR
1984,ICZN,EN
1985,ICZN,EN
1986,ICZN,VU
1987,ICZN,VU
1988,ICZN,EN
1989,ICZN,EN
1990,ICZN,EN
1991,ICZN,VU
1992,ICZN,CR
1993,ICZN,VU
1994,ICZN,VU
1995,ICZN,VU
1996,ICZN,CR
1997,ICZN,VU
1998,ICZN,EN
1999,ICZN,VU
2000,ICZN,EN
2001,ICZN,EN
2002,ICZN,VU
2003,ICZN,VU
2004,ICZN,VU
2005,ICZN,VU
2006,ICZN,EN
2007,ICZN,VU
2008,ICZN,EN
2009,ICZN,EN
2010,ICZN,EN
2011,ICZN,EN
2012,ICZN,VU
2013,ICZN,EN
2014,ICZN,EN
2015,ICZN,VU
2016,ICZN,VU
2017,ICZN,VU
2018,ICZN,VU
2019,ICZN,VU
2020,ICZN,CR
2021,ICZN,VU
2022,ICZN,VU
2023,ICZN,CR
2024,ICZN,EN
2025,ICZN,EN
2026,ICZN,VU
2027,ICZN,VU
2028,ICZN,CR
2029,ICZN,VU
2030,ICZN,VU
2031,ICZN,VU
2032,ICZN,VU
2033,ICZN,CR
2034,ICZN,VU
2035,ICZN,VU
2036,ICN,EN
2037,ICN,CR
2038,ICN,VU
2039,ICN,EN
2040,ICZN,VU
2041,ICZN,EN
2042,ICZN,EN
2043,ICZN,EN
2044,ICZN,CR
2045,ICZN,VU
2046,ICZN,VU
2047,ICZN,VU
2048,ICZN,VU
2049,ICZN,EN
2050,ICZN,VU
2051,ICZN,EN
2052,ICZN,VU
2053,ICZN,VU
2054,ICZN,VU
2055,ICZN,VU
2056,ICZN,EN
2057,ICZN,VU
2058,ICZN,VU
2059,ICZN,VU
2060,ICZN,VU
2061,ICZN,EN
2062,ICZN,VU
2063,ICZN,EN
2064,ICZN,VU
2065,ICZN,EN
2066,ICZN,EN
2067,ICZN,EN
2068,ICZN,EN
2069,ICZN,VU
2070,ICN,VU
2071,ICN,EN
2072,ICN,EN
2073,ICN,EN
2074,ICN,EN
2075,ICN,EN
2076,ICN,EN
2077,ICN,CR
2078,ICN,VU
2079,ICN,VU
2080,ICN,EN
2081,ICN,VU
2082,ICN,EN
2083,ICN,VU
2084,ICN,VU
2085,ICN,VU
2086,ICN,VU
2087,ICN,VU
2088,ICN,VU
2089,ICN,VU
2090,ICN,VU
2091,ICN,VU
2092,ICN,EN
2093,ICN,VU
2094,ICN,EN
2095,ICN,VU
2096,ICN,CR
2097,ICN,VU
2098,ICZN,EN
2099,ICZN,VU
2100,ICZN,VU
2101,ICZN,CR
2102,ICZN,VU
2103,ICZN,CR
