codigo_int,genero,epiteto_especifico,epiteto_intraespecifico,nombre_vernaculo,codigo_clasificacion
1120,Parinari,romeroi,NA,Amburé,CS1120
1121,Chrysochlamys,goudotii,NA,NA,CS1121
1122,Clusia,caicedoi,NA,Mandul,CS1122
1123,Clusia,caryophylloides,NA,NA,CS1123
1124,Clusia,chusqueae,NA,NA,CS1124
1125,Clusia,cundinamarcensis,NA,NA,CS1125
1126,Clusia,diguensis,NA,NA,CS1126
1127,Clusia,fistulosa,NA,NA,CS1127
1128,Clusia,hachensis,NA,Copey,CS1128
1129,Clusia,lehmannii,NA,NA,CS1129
1130,Clusia,nervosa,NA,NA,CS1130
1131,Clusia,polyandra,NA,NA,CS1131
1132,Clusia,rubescens,NA,NA,CS1132
1133,Clusia,tequendamae,NA,NA,CS1133
1134,Clusia,volubilis,NA,Mate,CS1134
1135,Garcinia,pulvinata,NA,NA,CS1135
1136,Dichapetalum,donnell-smithii,NA,NA,CS1136
1137,Dichapetalum,foreroi,NA,Vijo,CS1137
1138,Dichapetalum,rugosum,NA,NA,CS1138
1139,Stephanopodium,cuspidatum,NA,NA,CS1139
1140,Stephanopodium,gentryi,NA,NA,CS1140
1141,Tapura,bullata,NA,NA,CS1141
1142,Tapura,colombiana,NA,Nacedero,CS1142
1143,Erythroxylum,cassinoides,NA,NA,CS1143
1144,Erythroxylum,plowmanianum,NA,Coca de monte,CS1144
1145,Erythroxylum,riverae,NA,NA,CS1145
1146,Acalypha,inaequilatera,NA,NA,CS1146
1147,Conceveiba,santanderensis,NA,Casaco,CS1147
1148,Croton,aristophlebius,NA,Guacamayo,CS1148
1149,Croton,ater,NA,NA,CS1149
1150,Croton,boavitanus,NA,NA,CS1150
1151,Croton,cupreatus,NA,Candelero | Candelero real | Guacamayo | Danto | Mopo,CS1151
1152,Croton,rufolepidotus,NA,NA,CS1152
1153,Croton,sibundoyensis,NA,NA,CS1153
1154,Hypericum,parallelum,NA,NA,CS1154
1155,Hypericum,pimeleoides,NA,NA,CS1155
1156,Humiriastrum,procerum,NA,Chanul,CS1156
1157,Amorimia,concinna,NA,NA,CS1157
1158,Bunchosia,anomala,NA,NA,CS1158
1159,Passiflora,bracteosa,NA,Curuba de Santander,CS1159
1160,Passiflora,bucaramangensis,NA,Pasiflora de Bucaramanga,CS1160
1161,Passiflora,callistemma,NA,Pasiflora de Morales,CS1161
1162,Passiflora,colombiana,NA,Curuba pastusa,CS1162
1163,Passiflora,cremastantha,NA,Curuba de Coconuco,CS1163
1164,Passiflora,crispolanata,NA,Curuba crespa,CS1164
1165,Passiflora,dawei,NA,Pasiflora de Cundinamarca,CS1165
1166,Passiflora,engleriana,NA,Pasiflora de Engler,CS1166
1167,Passiflora,erythrophylla,NA,Pasiflora de hojitas rojas,CS1167
1168,Passiflora,haughtii,NA,Pasiflora del Carare,CS1168
1169,Passiflora,jardinensis,NA,Curuba de Jardín,CS1169
1170,Passiflora,lindeniana,NA,Pasiflora de Linden,CS1170
1171,Passiflora,linearistipula,NA,Curuba del Ruiz,CS1171
1172,Passiflora,magdalenae,NA,Curuba del Magdalena,CS1172
1173,Passiflora,magnifica,NA,Granadilla magnífica,CS1173
1174,Passiflora,pamplonensis,NA,Curuba de Pamplona,CS1174
1175,Passiflora,pennellii,NA,Pasiflora de Quetame,CS1175
1176,Passiflora,semiciliosa,NA,Palcha,CS1176
1177,Passiflora,sierrae,NA,Pasiflora de la Sierra,CS1177
1178,Passiflora,tenerifensis,NA,Curuba de Tenerife,CS1178
1179,Passiflora,trianae,NA,Curuba de Triana,CS1179
1180,Passiflora,trisulca,NA,Gulupa paisa,CS1180
1181,Passiflora,uribei,NA,Curuba de Uribe,CS1181
1182,Ouratea,pyrifera,NA,NA,CS1182
1183,Cassipourea,floribunda,NA,NA,CS1183
1184,Neosprucea,sararensis,NA,NA,CS1184
1185,Xylosma,obovata,NA,NA,CS1185
1186,Rinorea,antioquiensis,NA,NA,CS1186
1187,Rinorea,cordata,NA,NA,CS1187
1188,Rinorea,hymenosepala,NA,NA,CS1188
1189,Rinorea,marginata,NA,NA,CS1189
1190,Ayenia,cuatrecasae,NA,NA,CS1190
1191,Ayenia,klugii,NA,NA,CS1191
1192,Bernoullia,uribeana,NA,Algodón de monte,CS1192
1193,Cavanillesia,chicamochae,NA,Ceiba barrigona,CS1193
1194,Ceiba,samauma,NA,Volador,CS1194
1195,Gaya,mutisiana,NA,NA,CS1195
1196,Herrania,umbratica,NA,Cacao de monte,CS1196
1197,Huberodendron,patinoi,NA,Carrá,CS1197
1198,Matisia,carderi,NA,Cabuyo,CS1198
1199,Matisia,dowdingii,NA,Almirajó de monte,CS1199
1200,Matisia,serpicostata,NA,NA,CS1200
1201,Matisia,sulcata,NA,NA,CS1201
1202,Melochia,colombiana,NA,NA,CS1202
1203,Pachira,mutisiana,NA,Jaguito,CS1203
1204,Pachira,pulchra,NA,Motoso,CS1204
1205,Pachira,quinata,NA,Ceiba Toluá,CS1205
1206,Phragmotheca,lemniscata,NA,NA,CS1206
1207,Phragmotheca,mambitana,NA,Zapote de montaña,CS1207
1208,Phragmotheca,rubriflora,NA,NA,CS1208
1209,Quararibea,cacao,NA,Cacao simarron | Palo bastón,CS1209
1210,Quararibea,foenigraeca,NA,Verraquillo,CS1210
1211,Quararibea,rangelii,NA,Guamo rosado | Coco cristal,CS1211
1212,Quararibea,ruiziana,NA,NA,CS1212
1213,Spirotheca,mahechae,NA,Palosanto,CS1213
1214,Daphnopsis,anomala,NA,Falso Mare,CS1214
1215,Adelobotrys,antioquiensis,NA,NA,CS1215
1216,Allomaieta,hirsuta,NA,NA,CS1216
1217,Blakea,argentea,NA,NA,CS1217
1218,Blakea,clusiifolia,NA,Macanillo,CS1218
1219,Blakea,discolor,NA,NA,CS1219
1220,Blakea,longipes,NA,NA,CS1220
1221,Blakea,muricata,NA,NA,CS1221
1222,Blakea,schultzei,NA,NA,CS1222
1223,Blakea,squamigera,NA,NA,CS1223
1224,Blakea,superba,NA,NA,CS1224
1225,Chalybea,corymbifera,NA,NA,CS1225
1226,Chalybea,kirkbridei,NA,NA,CS1226
1227,Chalybea,macrocarpa,NA,NA,CS1227
1228,Chalybea,mutisiana,NA,NA,CS1228
1229,Chalybea,occidentalis,NA,NA,CS1229
1230,Graffenrieda,maklenkensis,NA,NA,CS1230
1231,Henriettea,maguirei,NA,NA,CS1231
1232,Killipia,pedunculata,NA,NA,CS1232
1233,Meriania,albertiae,NA,NA,CS1233
1234,Meriania,antioquiensis,NA,NA,CS1234
1235,Meriania,arizae,NA,NA,CS1235
1236,Meriania,barbosae,NA,NA,CS1236
1237,Meriania,colombiana,NA,Tuno rojo,CS1237
1238,Meriania,mutabilis,NA,NA,CS1238
1239,Meriania,pallida,NA,NA,CS1239
1240,Meriania,umbellata,NA,NA,CS1240
1241,Meriania,versicolor,NA,NA,CS1241
1242,Miconia,acanthocoryne,NA,NA,CS1242
1243,Miconia,annulata,NA,Tuno,CS1243
1244,Miconia,antioquiensis,NA,NA,CS1244
1245,Miconia,bella,NA,NA,CS1245
1246,Miconia,blakeifolia,NA,NA,CS1246
1247,Miconia,caucana,NA,NA,CS1247
1248,Miconia,macrantha,NA,NA,CS1248
1249,Miconia,majalis,NA,Flor de mayo,CS1249
1250,Miconia,miocarpa,NA,Tuno,CS1250
1251,Miconia,parvifolia,NA,NA,CS1251
1252,Miconia,pastoensis,NA,NA,CS1252
1253,Miconia,rava,NA,NA,CS1253
1254,Miconia,reclinata,NA,Tunito,CS1254
1255,Miconia,rigens,NA,NA,CS1255
1256,Miconia,setosa,NA,NA,CS1256
1257,Miconia,subsessilifolia,NA,Nigüito,CS1257
1258,Miconia,voronovii,NA,Tuno,CS1258
1259,Mouriri,colombiana,NA,NA,CS1259
1260,Tibouchina,paleacea,NA,NA,CS1260
1261,Eugenia,variareolata,NA,NA,CS1261
1262,Myrcia,estoraquensis,NA,Guayabillo,CS1262
1263,Myrcia,lozanoi,NA,Guayabo liso,CS1263
1264,Myrcia,pseudobrunneica,NA,NA,CS1264
1265,Vochysia,antioquiae,NA,NA,CS1265
1266,Vochysia,artantha,NA,NA,CS1266
1267,Vochysia,magna,NA,NA,CS1267
1268,Vochysia,pacifica,NA,Sorogá,CS1268
1269,Brunellia,amayensis,NA,NA,CS1269
1270,Brunellia,boqueronensis,NA,Cedrillo,CS1270
1271,Brunellia,latifolia,NA,NA,CS1271
1272,Brunellia,macrophylla,NA,Aliso,CS1272
1273,Brunellia,occidentalis,NA,Cedrillo de rastrojo,CS1273
1274,Brunellia,pallida,NA,Maní,CS1274
1275,Brunellia,racemifera,NA,Chiraco,CS1275
1276,Brunellia,rufa,NA,NA,CS1276
1277,Brunellia,stuebelii,NA,NA,CS1277
1278,Brunellia,velutina,NA,NA,CS1278
1279,Rourea,antioquensis,NA,NA,CS1279
1280,Weinmannia,parvifoliolata,NA,NA,CS1280
1281,Weinmannia,tolimensis,NA,Encenillo,CS1281
1282,Sloanea,esmeraldana,NA,NA,CS1282
1283,Sloanea,garcia-cossioi,NA,NA,CS1283
1284,Sloanea,helianthoides,NA,NA,CS1284
1285,Sloanea,huilaeana,NA,NA,CS1285
1286,Sloanea,loquitoi,NA,NA,CS1286
1287,Sloanea,pseudogranulosa,NA,NA,CS1287
1288,Ficus,eliadis,NA,Copé | Matapalo,CS1288
1289,Ficus,guatiquiae,NA,NA,CS1289
1290,Ficus,tequendamae,NA,Tapás,CS1290
1291,Karwinskia,colombiana,NA,NA,CS1291
1292,Ampelocera,albertiae,NA,Costillo,CS1292
1293,Cecropia,goudotiana,NA,Yarumo,CS1293
1294,Cecropia,multisecta,NA,NA,CS1294
1295,Coussapoa,tolimensis,NA,NA,CS1295
1296,Mauria,cuatrecasasii,NA,Palo Hernández,CS1296
1297,Mauria,obtusifolia,NA,Tatacuá,CS1297
1298,Dacryodes,colombiana,NA,Anime blanco,CS1298
1299,Dacryodes,hydriflora,NA,NA,CS1299
1300,Cedrela,odorata,NA,Cedro,CS1300
1301,Ruagea,smithii,NA,Fresno,CS1301
1302,Swietenia,macrophylla,NA,Caoba,CS1302
1303,Trichilia,carinata,NA,NA,CS1303
1304,Trichilia,oligofoliolata,NA,NA,CS1304
1305,Zanthoxylum,gentryi,NA,NA,CS1305
1306,Cupania,semiglabra,NA,NA,CS1306
1307,Melicoccus,antioquensis,NA,Mamoncillo silvestre,CS1307
1308,Paullinia,globosa,NA,NA,CS1308
1309,Talisia,stricta,NA,Matapuerco,CS1309
1310,Bulnesia,arborea,NA,Guayacán | Guayacán de bola | Guayacán garrapo,CS1310
1311,Guaiacum,officinale,NA,Guayacán | Guayacán de playa | Guayacán extranjero | Guayacán negro | Guayaco | Palosanto | Florazul,CS1311
1312,Hedyosmum,steinii,NA,NA,CS1312
1313,Acropora,cervicornis,NA,Coral cuerno de ciervo,CS1313
1314,Acropora,palmata,NA,Coral cuernos de alce,CS1314
1315,Dendrogyra,cylindrus,NA,Coral Pilar,CS1315
1316,Mussa,angulosa,NA,NA,CS1316
1317,Gorgonia,ventalina,NA,Abanico de mar,CS1317
1318,Pacifigorgia,cairnsi,NA,Abanico de mar,CS1318
1319,Pacifigorgia,irene,NA,Abanico de mar,CS1319
1320,Muricea,austera,NA,Candelabro de mar,CS1320
1321,Muricea,crassa,NA,Candelabro de mar,CS1321
1322,Megaphobema,robustum,NA,Tarántula gigante de patas rojas,CS1322
1323,Pamphobeteus,ferox,NA,Taránula feroz,CS1323
1324,Pamphobeteus,fortis,NA,Tarántula de piedemonte,CS1324
1325,Xenesthis,immanis,NA,Tarántula mutualista,CS1325
1326,Surazomus,sturmi,NA,Escorpion de cola corta sabanero,CS1326
1327,Chactas,oxfordi,NA,Escorpión de pinzas gordas de la Sierra Nevada de Santa Marta,CS1327
1328,Tityus,columbianus,NA,Escorpión de cola gorda de la Cordillera Oriental,CS1328
1329,Tityus,engelkei,NA,Escorpión de cola gorda de la Sierra Nevada de Santa Marta,CS1329
1330,Carpilius,corallinus,NA,Cangrejo de coral | Cangrejo reina | Cangrejo moro,CS1330
1331,Cardisoma,guanhumi,NA,Cangrejo azul de tierra | Cangrejo bandolero | Cangrejo de tierra petirrojo | Cangrejo pasiao | Pollo de tierra | Cangrejo azul manglero,CS1331
1332,Gecarcinus,lateralis,NA,Cangrejo rojo,CS1332
1333,Gecarcinus,ruricola,NA,Cangrejo Negro | Cangrejo Zombie | Cangrejo Rural | Black Land Crab | Black Crab | Malata,CS1333
1334,Emerita,portoricensis,NA,Cangrejo de arena,CS1334
1335,Hippa,testudinaria,NA,Cangrejo de arena,CS1335
1336,Maguimithrax,spinosissimus,NA,Cangrejo rey del caribe,CS1336
1337,Panulirus,argus,NA,Langosta espinosa | Spiny lobster,CS1337
1338,Penaeus,occidentalis,NA,Camarón blanco del Pacífico | Camarón langostino,CS1338
1339,Penaeus,schmitti,NA,Camarón blanco | Langostino,CS1339
1340,Callinectes,sapidus,NA,Jaiba azul,CS1340
1341,Callinectes,bocourti,NA,Jaiba roja,CS1341
1342,Chaceus,curumanensis,NA,NA,CS1342
1343,Chaceus,ibiricensis,NA,NA,CS1343
1344,Hypolobocera,andagoensis,NA,NA,CS1344
1345,Hypolobocera,buenaventurensis,NA,NA,CS1345
1346,Hypolobocera,cajambrensis,NA,NA,CS1346
1347,Hypolobocera,emberarum,NA,NA,CS1347
1348,Hypolobocera,rotundilobata,NA,NA,CS1348
1349,Lindacatalina,sinuensis,NA,NA,CS1349
1350,Lindacatalina,sumacensis,NA,NA,CS1350
1351,Neostrengeria,alexae,NA,NA,CS1351
1352,Neostrengeria,lemaitrei,NA,NA,CS1352
1353,Neostrengeria,libradensis,NA,NA,CS1353
1354,Neostrengeria,macarenae,NA,NA,CS1354
1355,Neostrengeria,macropa,NA,Cangrejo sabanero,CS1355
1356,Neostrengeria,natashae,NA,NA,CS1356
1357,Neostrengeria,sketi,NA,NA,CS1357
1358,Phallangothelphusa,juansei,NA,NA,CS1358
1359,Strengeriana,antioquensis,NA,NA,CS1359
1360,Strengeriana,casallasi,NA,NA,CS1360
1361,Strengeriana,flagellata,NA,NA,CS1361
1362,Strengeriana,foresti,NA,NA,CS1362
1363,Strengeriana,huilensis,NA,NA,CS1363
1364,Strengeriana,villaensis,NA,NA,CS1364
1365,Bottiella,cucutensis,NA,NA,CS1365
1366,Bottiella,medemi,NA,NA,CS1366
1367,Bottiella,niceforei,NA,NA,CS1367
1368,Macrodontia,cervicornis,NA,Escarabajo Longicornio de Grandes mandíbulas,CS1368
1369,Titanus,giganteus,NA,Escarabajo Longicornio Gigante,CS1369
1370,Proculus,opacus,NA,Escarabajo Unicornio de la madera muerta,CS1370
1371,Dynastes,neptunus,NA,Escarabajo Rinoceronte Andino,CS1371
1372,Megasoma,mars,NA,Escarabajo Elefante Amazónico,CS1372
1373,Aglae,caerulea,NA,Abejita amazónica,CS1373
1374,Eufriesea,auripes,NA,Abejita estacional amazónica,CS1374
1375,Eufriesea,chrysopyga,NA,Abejita de la Sierra Nevada,CS1375
1376,Eufriesea,dressleri,NA,Abejita verde de la Macarena,CS1376
1377,Eufriesea,lucida,NA,Abejita del Anchicayá,CS1377
1378,Eufriesea,lucifera,NA,Abejita del Pacífico,CS1378
1379,Exaerete,dentata,NA,Abeja esmeralda,CS1379
1380,Exaerete,frontalis,NA,Abejita verde del Llano,CS1380
1381,Exaerete,smaragdina,NA,NA,CS1381
1382,Melipona,eburnea,NA,Abeja real,CS1382
1383,Melipona,favosa,NA,Abeja rabipintada,CS1383
1384,Cephalotes,palta,NA,Hormiga cabezona de la Sierra,CS1384
1385,Cephalotes,patei,NA,Hormiga cabezona de las Orquídeas,CS1385
1386,Editha,magnifica,NA,Avispa cavadora,CS1386
1387,Charterginus,zavattari,NA,Avispita del Pacífico,CS1387
1388,Montezumia,colombiana,NA,Avispa colombiana,CS1388
1389,Zethus,neotomitus,NA,Avispa llanera,CS1389
1390,Zethus,restrepoicus,NA,Avispa llanera de Restrepo,CS1390
1391,Zethus,satanicus,NA,Avispa valluna,CS1391
1392,Arhuaco,ica,NA,Mariposa de los arhuacos,CS1392
1393,Lymanopoda,caeruleata,NA,Limanopoda azul de la Sierra Nevada,CS1393
1394,Lymanopoda,paramera,NA,Limanopoda blanca de la Serranía de Valledupar,CS1394
1395,Morpho,rhodopteron,NA,Morfo anacarada de la Sierra Nevada,CS1395
1396,Prepona,praeneste,NA,Prepona roja de montaña,CS1396
1397,Prepona,werneri,NA,Prepona azul del Chocó,CS1397
1398,Pterourus,euterpinus,NA,Papilio bandirojo de montaña,CS1398
1399,Copaxa,apollinairei,NA,Polilla de Apolinar,CS1399
1400,Syssphinx,chocoensis,NA,Polilla del Chocó,CS1400
1401,Anadara,tuberculosa,NA,Piangua | Piangua hembra (Colombia) | Concha negra (Perú) | Pata de mula (México) | Arca,CS1401
1402,Larkinia,grandis,NA,Sangara | Pata de mula (Colombia) | Pata de burro (Perú) | Pata de buey (México) | Arca casco de burro,CS1402
1403,Anomalocardia,flexuosa,NA,Chipi-chipi,CS1403
1404,Polymesoda,arctata,NA,Guacuco de marjal esbelto | Almeja,CS1404
1405,Cittarium,pica,NA,Burgao | Cigua | Burgao antillano | Wilks,CS1405
1406,Muracypraea,mus,NA,Caracol porcelana (Venezuela),CS1406
1407,Aliger,gigas,NA,Caracol de pala (Colombia) | Botuto (Venezuela) | Guarura (Venezuela) | Caracol reina (México) | Caracol rosado (México) | Concha reina (Cuba) | Cobo (Cuba) | Carcó (Aruba),CS1407
1408,Anachis,coseli,NA,NA,CS1408
1409,Acostaea,rivolii,NA,Ostra del río Magdalena,CS1409
1410,Diplodontites,olssoni,NA,Almeja del río Sinú,CS1410
1411,Holothuria,mexicana,NA,Pepino de mar | Molongo,CS1411
1412,Isostichopus,badionotus,NA,Pepino de mar | Molongo café,CS1412
1413,Ophiothrix,synoecina,NA,Estrella quebradiza,CS1413
1414,Ginglymostoma,cirratum,NA,Pejebobo | Tiburón gato | Nodriza,CS1414
1415,Alopias,pelagicus,NA,Tiburón Zorro,CS1415
1416,Carcharhinus,falciformis,NA,Tiburón Sedoso,CS1416
1417,Carcharhinus,limbatus,NA,Tollo aletinegro | Tiburón macuira,CS1417
1418,Carcharhinus,longimanus,NA,Tiburón Punta Blanca Oceánico,CS1418
1419,Sphyrna,lewini,NA,Cachuda,CS1419
1420,Sphyrna,mokarran,NA,Cornuda Gigante,CS1420
1421,Mustelus,henlei,NA,Tollo Vieja,CS1421
1422,Mustelus,lunulatus,NA,Tollo Vieja,CS1422
1423,Mustelus,minicanis,NA,Tiburón Mamón Enano,CS1423
1424,Diplobatis,colombiensis,NA,Raya Eléctrica Colombiana,CS1424
1425,Diplobatis,guamachensis,NA,Raya Torpedo Redondo,CS1425
1426,Pristis,pectinata,NA,Pez Sierra- Pez peine | Pejepeine | Guacapá,CS1426
1427,Pristis,pristis,NA,Pez Sierra,CS1427
1428,Pseudobatos,leucorhynchus,NA,Raya Guitarra,CS1428
1429,Hypanus,longus,NA,Raya Látigo,CS1429
1430,Paratrygon,aiereba,NA,Raya manta,CS1430
1431,Potamotrygon,motoro,NA,Raya | Raya motoro,CS1431
1432,Potamotrygon,schroederi,NA,Guacamaya,CS1432
1433,Potamotrygon,yepezi,NA,Raya | Raya de río,CS1433
1434,Megalops,atlanticus,NA,Sábalo | Tarpón,CS1434
1435,Arapaima,gigas,NA,Paiche | Pirarucú,CS1435
1436,Osteoglossum,bicirrhosum,NA,Arawuana | Arahuana | Aroana,CS1436
1437,Osteoglossum,ferreirai,NA,Arawuana azul | Arawana | Aroana,CS1437
1438,Abramites,eques,NA,Totumito | Abramite | Bonito | Viejo,CS1438
1439,Leporinus,muyscorum,NA,Comelón | Mohino | Liso | Cuatrojos | Dientón | Cuatro ojos | Monelodo | Mamaburra | Liseta,CS1439
1440,Brycon,labiatus,NA,Sabaleta de piedra,CS1440
1441,Brycon,moorei,NA,Dorada | Mueluda | Sardinata | Lisa,CS1441
1442,Cynopotamus,atratoensis,NA,Cachana,CS1442
1443,Genycharax,tarpon,NA,Boquiancha | Boquifarol,CS1443
1444,Salminus,affinis,NA,Picuda | Picuda de río | Rubia | Salmón | Dorada | Rubio | Rayada,CS1444
1445,Characidium,phoxocephalum,NA,Rollizo | Rollicito,CS1445
1446,Curimata,mivartii,NA,Vizcaína | Cachaca | Sardina | Viscaíno,CS1446
1447,Pseudocurimata,patiae,NA,Nayo,CS1447
1448,Parodon,caliensis,NA,Rollizo,CS1448
1449,Ichthyoelephas,longirostris,NA,Jetudo | Pataló | Pataló hocicón | Besote | Jetón,CS1449
1450,Prochilodus,magdalenae,NA,Bocachico | Pescado | Chico de boca,CS1450
1451,Prochilodus,reticulatus,NA,Bocachico,CS1451
1452,Mylossoma,acanthogaster,NA,Pámpano,CS1452
1453,Ariopsis,canteri,NA,Chivo Cabezón,CS1453
1454,Cathorops,mapale,NA,Chivo Mapalé,CS1454
1455,Sciades,proops,NA,Bagre | chivo mozo,CS1455
1456,Ageneiosus,pardalis,NA,Doncella | Niña | Gata | Fría | Señorita | Barbul | Rollera,CS1456
1457,Callichthys,fabricioi,NA,Roño,CS1457
1458,Doraops,zuloagai,NA,Mariana,CS1458
1459,Rhinodoras,thomersoni,NA,Mariano,CS1459
1460,Pimelodella,macrocephala,NA,Micudo | Chiribí | Chirirí | Chirrirí | Picudo | Picalón | Picaló,CS1460
1461,Panaque,cochliodon,NA,Corroncho | Coroncoro | Casasola | Guacarote | Cucha real | Chipe | Corroncorro | Roncho | Barbón,CS1461
1462,Brachyplatystoma,filamentosum,NA,Valentón | Plumita | Lechero,CS1462
1463,Brachyplatystoma,juruense,NA,Apuy | Manta negra | Camisa rayada | Siete babas | Rayado | Camiseta | Camiseto | Flamengo,CS1463
1464,Brachyplatystoma,platynemum,NA,Baboso | Flemoso | Saliboro | Garbanzo | Jipi | Hipe,CS1464
1465,Brachyplatystoma,rousseauxii,NA,Dorado | Plateado,CS1465
1466,Brachyplatystoma,vaillantii,NA,Blanco pobre | Capaz | Pujón | Pirabutón | Piramutaba,CS1466
1467,Pimelodus,coprophagus,NA,Mierderito | Bagre | Rampuche,CS1467
1468,Pimelodus,grosskopfii,NA,Capaz | Barbudo | Barbule | Barbul negro | Barbudo cañero,CS1468
1469,Platysilurus,malarmo,NA,Malarmo,CS1469
1470,Pseudoplatystoma,magdaleniatum,NA,Bagre rayado | Bagre | Pintadillo,CS1470
1471,Pseudoplatystoma,metaense,NA,Bagre rayado | Bagre rayao | Cabezón,CS1471
1472,Pseudoplatystoma,orinocoense,NA,Bagre rayado | Bagre rayao | Cabezón,CS1472
1473,Pseudoplatystoma,punctifer,NA,Pintadillo rayado | Bagre rayado,CS1473
1474,Pseudoplatystoma,tigrinum,NA,Pintadillo tigre | Bagre rayado,CS1474
1475,Sorubim,cuspicaudus,NA,Bagre blanco | Blanquillo | Paletón | Gallego | Cucharo | Antioqueño,CS1475
1476,Zungaro,zungaro,NA,Amarillo | Toro | Toruno | Tijereta | Pacamú | Pejenegro | Chontaduro | Bagresapo,CS1476
1477,Cruciglanis,pacifici,NA,Capitán,CS1477
1478,Eremophilus,mutisii,NA,Capitán de la Sabana | Chimbe | Guamuhyca | Capitán rey,CS1478
1479,Trichomycterus,cachiraensis,NA,Laucha,CS1479
1480,Trichomycterus,donascimientoi,NA,Bagrecito cavernicola | Laucha,CS1480
1481,Trichomycterus,gorgona,NA,Laucha,CS1481
1482,Trichomycterus,rosablanca,NA,Bagrecito cavernicola | Laucha,CS1482
1483,Trichomycterus,sandovali,NA,Bagrecito cavernicola | Laucha,CS1483
1484,Trichomycterus,santanderensis,NA,Bagrecito cavernicola | Laucha,CS1484
1485,Trichomycterus,sketi,NA,Bagrecito cavernicola | Laucha,CS1485
1486,Trichomycterus,uisae,NA,Bagrecito cavernicola | Laucha,CS1486
1487,Apteronotus,magdalenensis,NA,Perrita | Caballo | El original perro,CS1487
1488,Gymnotus,henni,NA,Beringo | Culebra | Mayupa,CS1488
1489,Batrachoides,manglae,NA,Guasa lagunar | sapo lagunero,CS1489
1490,Gambusia,nicaraguensis,NA,Pipón de san Andrés,CS1490
1491,Gambusia,lemaitrei,NA,Pipón de Totumo,CS1491
1492,Austrofundulus,guajira,NA,Pez anual de la Guajira,CS1492
1493,Hippocampus,erectus,NA,Caballito Estriado,CS1493
1494,Hippocampus,ingens,NA,Caballito de Mar del Pacífico,CS1494
1495,Hippocampus,reidi,NA,Caballito de Mar Hocico Largo,CS1495
1496,Joturus,pichardi,NA,Bobo | Joturo,CS1496
1497,Mugil,incilis,NA,Lisa Rayada,CS1497
1498,Mugil,liza,NA,Lebranche,CS1498
1499,Caranx,hippos,NA,Jurel Aleta Amarilla,CS1499
1500,Centropomus,undecimalis,NA,Róbalo blanco | Róbalo carita larga | Róbalo comun,CS1500
1501,Acanthemblemaria,stephensi,NA,Trambollín-cirripedio Capetón,CS1501
1502,Pterophyllum,altum,NA,Escalar | Escalar altum,CS1502
1503,Eugerres,plumieri,NA,Mojarra rayada,CS1503
1504,Tigrigobius,nesiotes,NA,Gobio Bandeado,CS1504
1505,Anisotremus,moricandi,NA,Burrito rayado,CS1505
1506,Makaira,nigricans,NA,Marlín Azul,CS1506
1507,Halichoeres,malpelo,NA,Señorita Verde-Azul,CS1507
1508,Lachnolaimus,maximus,NA,Pargo pluma,CS1508
1509,Lutjanus,analis,NA,Pargo Palmero,CS1509
1510,Lutjanus,cyanopterus,NA,Pargo dientón | Pargo cubera | Pargo tabardillo,CS1510
1511,Stegastes,beebei,NA,Castañeta Coliblanca del Sur,CS1511
1512,Scarus,coelestinus,NA,Loro negro,CS1512
1513,Scarus,coeruleus,NA,Guacamaya azul,CS1513
1514,Scarus,guacamaia,NA,Guacamaia,CS1514
1515,Cynoscion,phoxocephalus,NA,Pelada,CS1515
1516,Thunnus,obesus,NA,Atún Ojo Grande,CS1516
1517,Epinephelus,cifuentesi,NA,Cherna Verde,CS1517
1518,Epinephelus,itajara,NA,Mero guasa,CS1518
1519,Epinephelus,striatus,NA,Cherna | Mero criollo,CS1519
1520,Mycteroperca,bonaci,NA,Cherna Negra,CS1520
1521,Mycteroperca,cidi,NA,Cherna blanca,CS1521
1522,Mycteroperca,olfax,NA,Mero Bacalao,CS1522
1523,Mycteroperca,venenosa,NA,Cherna,CS1523
1524,Axoclinus,rubinoffi,NA,Tres Aletas Ojo Negro,CS1524
1525,Lepidonectes,bimaculatus,NA,Triple Aleta Candela,CS1525
1526,Balistes,vetula,NA,Pejepuerco | Cachuo | Cachua,CS1526
1527,Bolitoglossa,capitana,NA,Salamandra de Albán,CS1527
1528,Bolitoglossa,guaneae,NA,Salamandra,CS1528
1529,Bolitoglossa,hiemalis,NA,Salamandra,CS1529
1530,Bolitoglossa,hypacra,NA,Salamandra,CS1530
1531,Bolitoglossa,leandrae,NA,Salamandra,CS1531
1532,Bolitoglossa,pandi,NA,Salamandra de Pandi,CS1532
1533,Bolitoglossa,tamaense,NA,Salamandra,CS1533
1534,Bolitoglossa,tatamae,NA,Salamandra,CS1534
1535,Bolitoglossa,yariguiensis,NA,Salamandra,CS1535
1536,Hyloxalus,cepedai,NA,NA,CS1536
1537,Allobates,ignotus,NA,NA,CS1537
1538,Allobates,juanii,NA,NA,CS1538
1539,Hyloxalus,picachos,NA,NA,CS1539
1540,Allobates,ranoides,NA,Rana saltona de Villavicencio,CS1540
1541,Atelopus,angelito,NA,Rana arlequín,CS1541
1542,Atelopus,ardila,NA,Rana arlequín,CS1542
1543,Atelopus,arsyecue,NA,Rana arlequín,CS1543
1544,Atelopus,carrikeri,NA,Rana arlequín,CS1544
1545,Atelopus,chocoensis,NA,Rana arlequín,CS1545
1546,Atelopus,ebenoides,NA,Rana arlequín,CS1546
