id_nomenclatura,estado_amenaza,codigo_int
ICZN,VU,1475
ICZN,VU,1476
ICZN,VU,1477
ICZN,VU,1478
ICZN,VU,1479
ICZN,VU,1480
ICZN,VU,1481
ICZN,VU,1482
ICZN,VU,1483
ICZN,CR,1484
ICZN,VU,1485
ICZN,VU,1486
ICZN,VU,1487
ICZN,VU,1488
ICZN,VU,1489
ICZN,VU,1490
ICZN,CR,1491
ICZN,VU,1492
ICZN,VU,1493
ICZN,VU,1494
ICZN,VU,1495
ICZN,VU,1496
ICZN,VU,1497
ICZN,VU,1498
ICZN,VU,1499
ICZN,VU,1500
ICZN,VU,1501
ICZN,VU,1502
ICZN,VU,1503
ICZN,VU,1504
ICZN,VU,1505
ICZN,VU,1506
ICZN,VU,1507
ICZN,EN,1508
ICZN,VU,1509
ICZN,VU,1510
ICZN,VU,1511
ICZN,EN,1512
ICZN,EN,1513
ICZN,EN,1514
ICZN,VU,1515
ICZN,VU,1516
ICZN,VU,1517
ICZN,CR,1518
ICZN,CR,1519
ICZN,VU,1520
ICZN,VU,1521
ICZN,VU,1522
ICZN,VU,1523
ICZN,VU,1524
ICZN,VU,1525
ICZN,EN,1526
ICZN,CR,1527
ICZN,VU,1528
ICZN,VU,1529
ICZN,EN,1530
ICZN,CR,1531
ICZN,EN,1532
ICZN,EN,1533
ICZN,EN,1534
ICZN,EN,1535
ICZN,VU,1536
ICZN,EN,1537
ICZN,EN,1538
ICZN,EN,1539
ICZN,CR,1540
ICZN,CR,1541
ICZN,CR,1542
ICZN,CR,1543
ICZN,EN,1544
ICZN,CR,1545
ICZN,CR,1546
ICZN,EN,1547
ICZN,CR,1548
ICZN,CR,1549
ICZN,CR,1550
ICZN,CR,1551
ICZN,CR,1552
ICZN,EN,1553
ICZN,EN,1554
ICZN,EN,1555
ICZN,EN,1556
ICZN,CR,1557
ICZN,EN,1558
ICZN,CR,1559
ICZN,CR,1560
ICZN,EN,1561
ICZN,CR,1562
ICZN,CR,1563
ICZN,CR,1564
ICZN,CR,1565
ICZN,CR,1566
ICZN,CR,1567
ICZN,CR,1568
ICZN,CR,1569
ICZN,CR,1570
ICZN,CR,1571
ICZN,CR,1572
ICZN,CR,1573
ICZN,VU,1574
ICZN,VU,1575
ICZN,VU,1576
ICZN,CR,1577
ICZN,CR,1578
ICZN,EN,1579
ICZN,EN,1580
ICZN,EN,1581
ICZN,EN,1582
ICZN,VU,1583
ICZN,EN,1584
ICZN,CR,1585
ICZN,VU,1586
ICZN,EN,1587
ICZN,EN,1588
ICZN,EN,1589
ICZN,CR,1590
ICZN,VU,1591
ICZN,EN,1592
ICZN,EN,1593
ICZN,EN,1594
ICZN,VU,1595
ICZN,EN,1596
ICZN,EN,1597
ICZN,VU,1598
ICZN,VU,1599
ICZN,EN,1600
ICZN,VU,1601
ICZN,EN,1602
ICZN,VU,1603
ICZN,CR,1604
ICZN,EN,1605
ICZN,EN,1606
ICZN,VU,1607
ICZN,EN,1608
ICZN,EN,1609
ICZN,EN,1610
ICZN,VU,1611
ICZN,VU,1612
ICZN,VU,1613
ICZN,VU,1614
ICZN,EN,1615
ICZN,VU,1616
ICZN,CR,1617
ICZN,EN,1618
ICZN,EN,1619
ICZN,EN,1620
ICZN,VU,1621
ICZN,VU,1622
ICZN,VU,1623
ICZN,EN,1624
ICZN,EN,1625
ICZN,EN,1626
ICZN,EN,1627
ICZN,EN,1628
ICZN,CR,1629
ICZN,EN,1630
ICZN,VU,1631
ICZN,EN,1632
ICZN,EN,1633
ICZN,EN,1634
ICZN,EN,1635
ICZN,EN,1636
ICZN,CR,1637
ICZN,VU,1638
ICZN,CR,1639
ICZN,VU,1640
ICZN,EN,1641
ICZN,CR,1642
ICZN,EN,1643
ICZN,EN,1644
ICZN,EN,1645
ICZN,VU,1646
ICZN,CR,1647
ICZN,VU,1648
ICZN,VU,1649
ICZN,EN,1650
ICZN,EN,1651
ICZN,EN,1652
ICZN,EN,1653
ICZN,CR,1654
ICZN,EN,1655
ICZN,CR,1656
ICZN,CR,1657
ICZN,EN,1658
ICZN,VU,1659
ICZN,VU,1660
ICZN,VU,1661
ICZN,VU,1662
ICZN,VU,1663
ICZN,VU,1664
ICZN,VU,1665
ICZN,VU,1666
ICZN,VU,1667
ICZN,EN,1668
ICZN,VU,1669
ICZN,EN,1670
ICZN,EN,1671
ICZN,EN,1672
ICZN,CR,1673
ICZN,VU,1674
ICZN,EN,1675
ICZN,VU,1676
ICZN,CR,1677
ICZN,EN,1678
ICZN,VU,1679
ICZN,VU,1680
ICZN,VU,1681
ICZN,EN,1682
ICZN,CR,1683
ICZN,EN,1684
ICZN,EN,1685
ICZN,VU,1686
ICZN,CR,1687
ICZN,VU,1688
ICZN,EN,1689
ICZN,CR,1690
ICZN,EN,1691
ICZN,EN,1692
ICZN,EN,1693
ICZN,EN,1694
ICZN,CR,1695
ICZN,VU,1696
ICZN,CR,1697
ICZN,VU,1698
ICZN,EN,1699
ICZN,CR,1700
ICZN,EN,1701
ICZN,VU,1702
ICZN,VU,1703
ICZN,CR,1704
ICZN,EN,1705
ICZN,EN,1706
ICZN,VU,1707
ICZN,VU,1708
ICZN,VU,1709
ICZN,EN,1710
ICZN,EN,1711
ICZN,EN,1712
ICZN,VU,1713
ICZN,CR,1714
ICZN,VU,1715
ICZN,EN,1716
ICZN,VU,1717
ICZN,CR,1718
ICZN,VU,1719
ICZN,VU,1720
ICZN,VU,1721
ICZN,EN,1722
ICZN,VU,1723
ICZN,CR,1724
ICZN,CR,1725
ICZN,VU,1726
ICZN,CR,1727
ICZN,EN,1728
ICZN,EN,1729
ICZN,VU,1730
ICZN,VU,1731
ICZN,CR,1732
ICZN,EN,1733
ICZN,VU,1734
ICZN,EN,1735
ICZN,CR,1736
ICZN,EN,1737
ICZN,VU,1738
ICZN,VU,1739
ICZN,CR,1740
ICZN,VU,1741
ICZN,EN,1742
ICZN,VU,1743
ICZN,EN,1744
ICZN,VU,1745
ICZN,VU,1746
ICZN,EN,1747
ICZN,VU,1748
ICZN,VU,1749
ICZN,VU,1750
ICZN,EN,1751
ICZN,CR,1752
ICZN,VU,1753
ICZN,EN,1754
ICZN,EN,1755
ICZN,CR,1756
ICZN,VU,1757
ICZN,VU,1758
ICZN,EN,1759
ICZN,CR,1760
ICZN,VU,1761
ICZN,CR,1762
ICZN,EN,1763
ICZN,CR,1764
ICZN,VU,1765
ICZN,EN,1766
ICZN,EN,1767
ICZN,CR,1768
ICZN,VU,1769
ICZN,EN,1770
ICZN,EN,1771
ICZN,EN,1772
ICZN,CR,1773
ICZN,CR,1774
ICZN,CR,1775
ICZN,VU,1776
ICZN,CR,1777
ICZN,EN,1778
ICZN,EN,1779
ICZN,EN,1780
ICZN,EN,1781
ICZN,VU,1782
ICZN,EN,1783
ICZN,VU,1784
ICZN,VU,1785
ICZN,EN,1786
ICZN,EN,1787
ICZN,CR,1788
ICZN,CR,1789
ICZN,EN,1790
ICZN,VU,1791
ICZN,EN,1792
ICZN,EN,1793
ICZN,EN,1794
ICZN,EN,1795
ICZN,VU,1796
ICZN,EN,1797
ICZN,EN,1798
ICZN,EN,1799
ICZN,VU,1800
ICZN,VU,1801
ICZN,EN,1802
ICZN,VU,1803
ICZN,CR,1804
ICZN,CR,1805
ICZN,EN,1806
ICZN,VU,1807
ICZN,VU,1808
ICZN,EN,1809
ICZN,VU,1810
ICZN,EN,1811
ICZN,VU,1812
ICZN,CR,1813
ICZN,EN,1814
ICZN,EN,1815
ICZN,VU,1816
ICZN,EN,1817
ICZN,CR,1818
ICZN,EN,1819
ICZN,VU,1820
ICZN,VU,1821
ICZN,EN,1822
ICZN,CR,1823
ICZN,CR,1824
ICZN,EN,1825
ICZN,CR,1826
ICZN,EN,1827
ICZN,VU,1828
ICZN,CR,1829
ICZN,VU,1830
ICZN,VU,1831
ICZN,EN,1832
ICZN,VU,1833
ICZN,EN,1834
ICZN,EN,1835
ICZN,VU,1836
ICZN,VU,1837
ICZN,EN,1838
ICZN,VU,1839
ICZN,EN,1840
ICZN,EN,1841
ICZN,VU,1842
ICZN,EN,1843
ICZN,CR,1844
ICZN,EN,1845
ICZN,CR,1846
ICZN,VU,1847
ICZN,CR,1848
ICZN,EN,1849
ICZN,VU,1850
ICZN,VU,1851
ICZN,CR,1852
ICZN,CR,1853
ICZN,EN,1854
ICZN,VU,1855
ICZN,VU,1856
ICZN,EN,1857
ICZN,CR,1858
ICZN,VU,1859
ICZN,EN,1860
ICZN,VU,1861
ICZN,CR,1862
ICZN,VU,1863
ICZN,EN,1864
ICZN,EN,1865
ICZN,EN,1866
ICZN,VU,1867
ICZN,CR,1868
ICZN,EN,1869
ICZN,EN,1870
ICZN,VU,1871
ICZN,EN,1872
ICZN,VU,1873
ICZN,EN,1874
ICZN,EN,1875
ICZN,EN,1876
ICZN,EN,1877
ICZN,CR,1878
ICZN,EN,1879
ICZN,VU,1880
ICZN,EN,1881
ICZN,VU,1882
ICZN,CR,1883
ICZN,CR,1884
ICZN,EN,1885
ICZN,EN,1886
ICZN,EN,1887
ICZN,EN,1888
ICZN,EN,1889
ICZN,VU,1890
ICZN,CR,1891
ICZN,VU,1892
ICZN,EN,1893
ICZN,VU,1894
ICZN,VU,1895
ICZN,VU,1896
ICZN,VU,1897
ICZN,EN,1898
ICZN,EN,1899
ICZN,CR,1900
ICZN,CR,1901
ICZN,EN,1902
ICZN,VU,1903
ICZN,EN,1904
ICZN,EN,1905
ICZN,EN,1906
ICZN,VU,1907
ICZN,EN,1908
ICZN,VU,1909
ICZN,EN,1910
ICZN,EN,1911
ICZN,VU,1912
ICZN,EN,1913
ICZN,EN,1914
ICZN,EN,1915
ICZN,VU,1916
ICZN,VU,1917
ICZN,VU,1918
ICZN,CR,1919
ICZN,VU,1920
ICZN,EN,1921
ICZN,EN,1922
ICZN,VU,1923
ICZN,EN,1924
ICZN,VU,1925
ICZN,EN,1926
ICZN,VU,1927
ICZN,VU,1928
ICZN,VU,1929
ICZN,EN,1930
ICZN,EN,1931
ICZN,CR,1932
ICZN,VU,1933
ICZN,EN,1934
ICZN,VU,1935
ICZN,CR,1936
ICZN,VU,1937
ICZN,VU,1938
ICZN,VU,1939
ICZN,VU,1940
ICZN,EN,1941
ICZN,EN,1942
ICZN,VU,1943
ICZN,VU,1944
ICZN,EN,1945
ICZN,VU,1946
ICZN,VU,1947
ICZN,EN,1948
ICZN,EN,1949
ICZN,VU,1950
ICZN,EN,1951
ICZN,VU,1952
ICZN,VU,1953
ICZN,CR,1954
ICZN,EN,1955
ICZN,EN,1956
ICZN,EN,1957
ICZN,EN,1958
ICZN,VU,1959
ICZN,VU,1960
ICZN,VU,1961
ICZN,EN,1962
ICZN,VU,1963
ICZN,VU,1964
ICZN,VU,1965
ICZN,VU,1966
ICZN,EN,1967
ICZN,VU,1968
ICZN,VU,1969
ICZN,VU,1970
ICZN,VU,1971
ICZN,VU,1972
ICZN,VU,1973
ICZN,VU,1974
ICZN,EN,1975
ICZN,VU,1976
ICZN,VU,1977
ICZN,VU,1978
ICZN,VU,1979
ICZN,VU,1980
ICZN,CR,1981
ICZN,VU,1982
ICZN,CR,1983
ICZN,EN,1984
ICZN,EN,1985
ICZN,VU,1986
ICZN,VU,1987
ICZN,EN,1988
ICZN,EN,1989
ICZN,EN,1990
ICZN,VU,1991
ICZN,CR,1992
ICZN,VU,1993
ICZN,VU,1994
ICZN,VU,1995
ICZN,CR,1996
ICZN,VU,1997
ICZN,EN,1998
ICZN,VU,1999
ICZN,EN,2000
ICZN,EN,2001
ICZN,VU,2002
ICZN,VU,2003
ICZN,VU,2004
ICZN,VU,2005
ICZN,EN,2006
ICZN,VU,2007
ICZN,EN,2008
ICZN,EN,2009
ICZN,EN,2010
ICZN,EN,2011
ICZN,VU,2012
ICZN,EN,2013
ICZN,EN,2014
ICZN,VU,2015
ICZN,VU,2016
ICZN,VU,2017
ICZN,VU,2018
ICZN,VU,2019
ICZN,CR,2020
ICZN,VU,2021
ICZN,VU,2022
ICZN,CR,2023
ICZN,EN,2024
ICZN,EN,2025
ICZN,VU,2026
ICZN,VU,2027
ICZN,CR,2028
ICZN,VU,2029
ICZN,VU,2030
ICZN,VU,2031
ICZN,VU,2032
ICZN,CR,2033
ICZN,VU,2034
ICZN,VU,2035
ICN,EN,2036
ICN,CR,2037
ICN,VU,2038
ICN,EN,2039
ICZN,VU,2040
ICZN,EN,2041
ICZN,EN,2042
ICZN,EN,2043
ICZN,CR,2044
ICZN,VU,2045
ICZN,VU,2046
ICZN,VU,2047
ICZN,VU,2048
ICZN,EN,2049
ICZN,VU,2050
ICZN,EN,2051
ICZN,VU,2052
ICZN,VU,2053
ICZN,VU,2054
ICZN,VU,2055
ICZN,EN,2056
ICZN,VU,2057
ICZN,VU,2058
ICZN,VU,2059
ICZN,VU,2060
ICZN,EN,2061
ICZN,VU,2062
ICZN,EN,2063
ICZN,VU,2064
ICZN,EN,2065
ICZN,EN,2066
ICZN,EN,2067
ICZN,EN,2068
ICZN,VU,2069
ICN,VU,2070
ICN,EN,2071
ICN,EN,2072
ICN,EN,2073
ICN,EN,2074
ICN,EN,2075
ICN,EN,2076
ICN,CR,2077
ICN,VU,2078
ICN,VU,2079
ICN,EN,2080
ICN,VU,2081
ICN,EN,2082
ICN,VU,2083
ICN,VU,2084
ICN,VU,2085
ICN,VU,2086
ICN,VU,2087
ICN,VU,2088
ICN,VU,2089
ICN,VU,2090
ICN,VU,2091
ICN,EN,2092
ICN,VU,2093
ICN,EN,2094
ICN,VU,2095
ICN,CR,2096
ICN,VU,2097
ICZN,EN,2098
ICZN,VU,2099
ICZN,VU,2100
ICZN,CR,2101
ICZN,VU,2102
ICZN,CR,2103
