CLASIFICACION SUPEROR ,,,,,
,,,,,
Codigo TAXONOMICO,REINO,FILIO,CLASE ,ORDEN,FAMILIA 
CS1043,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae
CS1044,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae
CS1045,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae
CS1046,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae
CS1047,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae
CS1048,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae
CS1049,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Caricaceae
CS1050,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae
CS1051,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1052,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1053,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1054,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1055,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1056,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1057,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1058,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1059,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1060,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1061,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1062,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1063,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1064,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1065,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1066,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1067,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1068,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1069,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1070,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1071,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1072,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1073,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1074,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1075,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1076,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1077,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1078,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1079,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
CS1080,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae
CS1081,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae
CS1082,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae
CS1083,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae
CS1084,Plantae,Tracheophyta,Magnoliopsida,Huerteales,Dipentodontaceae
CS1085,Plantae,Tracheophyta,Magnoliopsida,Huerteales,Dipentodontaceae
CS1086,Plantae,Tracheophyta,Magnoliopsida,Huerteales,Dipentodontaceae
CS1087,Plantae,Tracheophyta,Magnoliopsida,Huerteales,Dipentodontaceae
CS1088,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Achariaceae
CS1089,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Achariaceae
CS1090,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Calophyllaceae
CS1091,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Caryocaraceae
CS1092,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Caryocaraceae
CS1093,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1094,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1095,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1096,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1097,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1098,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1099,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1100,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1101,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1102,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1103,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1104,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1105,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1106,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1107,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1108,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1109,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1110,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1111,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1112,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1113,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1114,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1115,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1116,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1117,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1118,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1119,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1120,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae
CS1121,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae
CS1122,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae
CS1123,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae
CS1124,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae
CS1125,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae
CS1126,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae
CS1127,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae
CS1128,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae
CS1129,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae
CS1130,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae
CS1131,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae
CS1132,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae
CS1133,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae
CS1134,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae
CS1135,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae
CS1136,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Dichapetalaceae
CS1137,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Dichapetalaceae
CS1138,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Dichapetalaceae
CS1139,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Dichapetalaceae
CS1140,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Dichapetalaceae
CS1141,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Dichapetalaceae
CS1142,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Dichapetalaceae
CS1143,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Erythroxylaceae
CS1144,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Erythroxylaceae
CS1145,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Erythroxylaceae
CS1146,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae
CS1147,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae
CS1148,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae
CS1149,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae
CS1150,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae
CS1151,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae
CS1152,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae
CS1153,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae
CS1154,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae
CS1155,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae
CS1156,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Humiriaceae
CS1157,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae
CS1158,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae
CS1159,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1160,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1161,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1162,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1163,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1164,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1165,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1166,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1167,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1168,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1169,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1170,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1171,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1172,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1173,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1174,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1175,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1176,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1177,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1178,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1179,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1180,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1181,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae
CS1182,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Ochnaceae
CS1183,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Rhizophoraceae
CS1184,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae
CS1185,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae
CS1186,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae
CS1187,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae
CS1188,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae
CS1189,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae
CS1190,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1191,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1192,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1193,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1194,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1195,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1196,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1197,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1198,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1199,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1200,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1201,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1202,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1203,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1204,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1205,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1206,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1207,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1208,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1209,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1210,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1211,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1212,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1213,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae
CS1214,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae
CS1215,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1216,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1217,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1218,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1219,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1220,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1221,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1222,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1223,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1224,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1225,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1226,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1227,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1228,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1229,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1230,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1231,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1232,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1233,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1234,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1235,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1236,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1237,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1238,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1239,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1240,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1241,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1242,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1243,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1244,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1245,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1246,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1247,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1248,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1249,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1250,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1251,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1252,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1253,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1254,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1255,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1256,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1257,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1258,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1259,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1260,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS1261,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae
CS1262,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae
CS1263,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae
CS1264,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae
CS1265,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Vochysiaceae
CS1266,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Vochysiaceae
CS1267,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Vochysiaceae
CS1268,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Vochysiaceae
CS1269,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae
CS1270,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae
CS1271,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae
CS1272,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae
CS1273,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae
CS1274,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae
CS1275,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae
CS1276,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae
CS1277,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae
CS1278,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae
CS1279,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Connaraceae
CS1280,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae
CS1281,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae
CS1282,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae
CS1283,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae
CS1284,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae
CS1285,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae
CS1286,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae
CS1287,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae
CS1288,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae
CS1289,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae
CS1290,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae
CS1291,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae
CS1292,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae
CS1293,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae
CS1294,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae
CS1295,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae
CS1296,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae
CS1297,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae
CS1298,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae
CS1299,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae
CS1300,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae
CS1301,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae
CS1302,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae
CS1303,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae
CS1304,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae
CS1305,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae
CS1306,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae
CS1307,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae
CS1308,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae
CS1309,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae
CS1310,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae
CS1311,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae
CS1312,Plantae,Tracheophyta,Magnoliopsida,Chloranthales,Chloranthaceae
CS1313,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae
CS1314,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae
CS1315,Animalia,Cnidaria,Anthozoa,Scleractinia,Meandrinidae
CS1316,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae
CS1317,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Gorgoniidae
CS1318,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Gorgoniidae
CS1319,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Gorgoniidae
CS1320,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Plexauridae
CS1321,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Plexauridae
CS1322,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae
CS1323,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae
CS1324,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae
CS1325,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae
CS1326,Animalia,Arthropoda,Arachnida,Schizomida,Hubbardiidae
CS1327,Animalia,Arthropoda,Arachnida,Scorpiones,Chactidae
CS1328,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae
CS1329,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae
CS1330,Animalia,Arthropoda,Malacostraca,Decapoda,Carpiliidae
CS1331,Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinidae
CS1332,Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinidae
CS1333,Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinidae
CS1334,Animalia,Arthropoda,Malacostraca,Decapoda,Hippidae
CS1335,Animalia,Arthropoda,Malacostraca,Decapoda,Hippidae
CS1336,Animalia,Arthropoda,Malacostraca,Decapoda,Mithracidae
CS1337,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae
CS1338,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae
CS1339,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae
CS1340,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae
CS1341,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae
CS1342,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1343,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1344,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1345,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1346,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1347,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1348,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1349,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1350,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1351,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1352,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1353,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1354,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1355,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1356,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1357,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1358,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1359,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1360,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1361,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1362,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1363,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1364,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae
CS1365,Animalia,Arthropoda,Malacostraca,Decapoda,Trichodactylidae
CS1366,Animalia,Arthropoda,Malacostraca,Decapoda,Trichodactylidae
CS1367,Animalia,Arthropoda,Malacostraca,Decapoda,Trichodactylidae
CS1368,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae
CS1369,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae
CS1370,Animalia,Arthropoda,Insecta,Coleoptera,Passalidae
CS1371,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae
CS1372,Animalia,Arthropoda,Insecta,Coleoptera,Scarabeidae
CS1373,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae
CS1374,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae
CS1375,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae
CS1376,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae
CS1377,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae
CS1378,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae
CS1379,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae
CS1380,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae
CS1381,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae
CS1382,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae
